"hgnc_symbol","ensembl_gene_id","chromosome_name","start_position","end_position","entrezgene_id"
"MFAP3","ENSG00000037749","5",154038959,154220478,4238
"AGA","ENSG00000038002","4",177430774,177442437,175
"MAT2B","ENSG00000038274","5",163503114,163519354,27430
"TRIO","ENSG00000038382","5",14143342,14532128,7204
"VCAN","ENSG00000038427","5",83471618,83582303,1462
"MTREX","ENSG00000039123","5",55307989,55425579,23517
"ZFYVE16","ENSG00000039319","5",80408013,80483379,9765
"RAI14","ENSG00000039560","5",34656328,34832612,26064
"SPDL1","ENSG00000040275","5",169583636,169604778,54908
"CDH10","ENSG00000040731","5",24487100,24644978,1008
"JADE2","ENSG00000043143","5",134524312,134583230,23338
"LCP2","ENSG00000043462","5",170246233,170297815,3937
"CTNNA1","ENSG00000044115","5",138610967,138935034,1495
"YTHDC2","ENSG00000047188","5",113513694,113595285,64848
"DTNBP1","ENSG00000047579","6",15522807,15663058,84062
"TSPAN17","ENSG00000048140","5",176647387,176659054,26262
"NOP16","ENSG00000048162","5",176383938,176388927,51491
"ERCC8","ENSG00000049167","5",60866454,60945073,1161
"CLPTM1L","ENSG00000049656","5",1317752,1345099,81037
"HEXB","ENSG00000049860","5",74640023,74722647,3074
"PTCD2","ENSG00000049883","5",72320367,72368395,79810
"MCUR1","ENSG00000050393","6",13786557,13814568,63933
"MAPK9","ENSG00000050748","5",180233143,180292099,5601
"COL23A1","ENSG00000050767","5",178237476,178590393,91522
"THOC3","ENSG00000051596","5",175917873,176034680,84321
"MSMO1","ENSG00000052802","4",165327667,165343164,6307
"FSTL4","ENSG00000053108","5",133196455,133612541,23105
"FOXC1","ENSG00000054598","6",1609915,1613897,2296
"FAM114A2","ENSG00000055147","5",153990148,154038936,10827
"CYFIP2","ENSG00000055163","5",157266079,157395595,26999
"HPF1","ENSG00000056050","4",169729470,169757944,54969
"ZFR","ENSG00000056097","5",32354350,32444740,51663
"RIOK2","ENSG00000058729","5",97160867,97183247,55781
"GPBP1","ENSG00000062194","5",57173948,57264679,65056
"SLC12A2","ENSG00000064651","5",128083766,128189677,6558
"SNX24","ENSG00000064652","5",122843439,123029354,28966
"SNCAIP","ENSG00000064692","5",122311354,122464219,9627
"SLC9A3","ENSG00000066230","5",470456,524449,6550
"POLR1H","ENSG00000066379","6",30058899,30064909,30834
"ISOC1","ENSG00000066583","5",129094749,129114028,51015
"PLPP1","ENSG00000067113","5",55424854,55534969,8611
"DHX29","ENSG00000067248","5",55256055,55307694,54505
"KIF2A","ENSG00000068796","5",62306162,62391025,3796
"MAST4","ENSG00000069020","5",66596361,67169595,375449
"NDST1","ENSG00000070614","5",150485818,150558211,3340
"CAMK2A","ENSG00000070808","5",150219491,150290291,815
"TCOF1","ENSG00000070814","5",150357629,150400308,6949
"AFF4","ENSG00000072364","5",132875395,132963634,27125
"P4HA2","ENSG00000072682","5",132190147,132295315,8974
"STK10","ENSG00000072786","5",172042079,172188224,6793
"FBXW11","ENSG00000072803","5",171861549,172006873,23291
"SDHA","ENSG00000073578","5",218241,257082,6389
"SNCB","ENSG00000074317","5",176620082,176630556,6620
"ADCY2","ENSG00000078295","5",7396138,7830081,108
"EDN1","ENSG00000078401","6",12290361,12297194,1906
"SLC1A3","ENSG00000079215","5",36596588,36688334,6507
"SCGN","ENSG00000079689","6",25652201,25701783,10590
"CARMIL1","ENSG00000079691","6",25279078,25620530,55604
"KCNN2","ENSG00000080709","5",114055926,114496500,3781
"MEF2C","ENSG00000081189","5",88717117,88904257,4208
"DELE1","ENSG00000081791","5",141923855,141942047,9812
"PCDHB4","ENSG00000081818","5",141121818,141125623,56131
"PCDHGA2","ENSG00000081853","5",141338760,141512975,56113
"WDR70","ENSG00000082068","5",37379285,37753435,55100
"C1QTNF3","ENSG00000082196","5",34017858,34043213,114899
"C5orf22","ENSG00000082213","5",31532287,31555053,55322
"MRPL22","ENSG00000082515","5",154941073,154969411,29093
"GEMIN5","ENSG00000082516","5",154887411,154938211,25929
"TNPO1","ENSG00000083312","5",72816312,72916733,3842
"OXCT1","ENSG00000083720","5",41730065,41870425,5019
"FAT1","ENSG00000083857","4",186587794,186726722,2195
"AK6","ENSG00000085231","5",69350984,69370013,102157402
"SCAMP1","ENSG00000085365","5",78360611,78480739,9522
"DIMT1","ENSG00000086189","5",62347284,62403943,27292
"IPO11","ENSG00000086200","5",62403972,62628582,51194
"RBM22","ENSG00000086589","5",150690792,150701077,55696
"UIMC1","ENSG00000087206","5",176905005,177022633,51720
"RBM27","ENSG00000091009","5",146203605,146289223,54439
"SEMA6A","ENSG00000092421","5",116443555,116574823,57556
"CDC23","ENSG00000094880","5",138187650,138213343,8697
"MAP3K1","ENSG00000095015","5",56815549,56896152,4214
"HIVEP1","ENSG00000095951","6",12008762,12164999,3096
"ZNF184","ENSG00000096654","6",27450743,27473118,7738
"KLHL2","ENSG00000109466","4",165207561,165323156,11275
"CPE","ENSG00000109472","4",165361194,165498547,1363
"FRG1","ENSG00000109536","4",189940870,189963202,2483
"CLCN3","ENSG00000109572","4",169612633,169723673,1182
"AADAT","ENSG00000109576","4",170060222,170091699,51166
"GALNT7","ENSG00000109586","4",173168811,173323967,51809
"RAPGEF2","ENSG00000109756","4",159103013,159360174,9693
"SNX25","ENSG00000109762","4",185204237,185370185,83891
"LRP2BP","ENSG00000109771","4",185363872,185395924,55805
"UFSP2","ENSG00000109775","4",185399537,185425979,55325
"FAM149A","ENSG00000109794","4",186104419,186172667,25854
"BTN3A3","ENSG00000111801","6",26440472,26453415,10384
"TDP2","ENSG00000111802","6",24649979,24666930,51567
"TMEM14C","ENSG00000111843","6",10722915,10731129,51522
"PAK1IP1","ENSG00000111845","6",10694972,10709782,55003
"NEDD9","ENSG00000111859","6",11183298,11382348,4739
"RIPOR2","ENSG00000111913","6",24804282,25042170,9750
"PHACTR1","ENSG00000112137","6",12716554,13287843,221692
"CD83","ENSG00000112149","6",14117256,14136918,9308
"RBM24","ENSG00000112183","6",17281361,17293871,221662
"CAP2","ENSG00000112186","6",17393505,17557790,10486
"E2F3","ENSG00000112242","6",20401879,20493714,1871
"GPLD1","ENSG00000112293","6",24424565,24495205,2822
"ALDH5A1","ENSG00000112294","6",24494867,24537207,7915
"ACOT13","ENSG00000112304","6",24667035,24705065,55856
"C6orf62","ENSG00000112308","6",24704861,24719998,81688
"GMNN","ENSG00000112312","6",24774931,24786099,51053
"DUSP22","ENSG00000112679","6",291630,351355,56940
"EXOC2","ENSG00000112685","6",485154,693139,55770
"GMDS","ENSG00000112699","6",1623806,2245605,2762
"PRPF4B","ENSG00000112739","6",4021267,4064983,8899
"BTN2A1","ENSG00000112763","6",26457904,26476621,11120
"LY86","ENSG00000112799","6",6588108,6654983,9450
"ERBIN","ENSG00000112851","5",65926556,66082546,55914
"HARS2","ENSG00000112855","5",140691430,140699305,23438
"NUDT12","ENSG00000112874","5",103548855,103562790,83594
"CEP72","ENSG00000112877","5",612340,667168,55722
"MAN2A1","ENSG00000112893","5",109689927,109869625,4124
"SEMA5A","ENSG00000112902","5",9035033,9546075,9037
"C7","ENSG00000112936","5",40909497,40984643,730
"TENT4A","ENSG00000112941","5",6713432,6757044,11044
"HMGCS1","ENSG00000112972","5",43287470,43313512,3157
"DAP","ENSG00000112977","5",10679230,10761234,1611
"NME5","ENSG00000112981","5",138115175,138139443,8382
"BRD8","ENSG00000112983","5",138139770,138178953,10902
"NNT","ENSG00000112992","5",43602692,43707405,23530
"MRPS30","ENSG00000112996","5",44808947,44820428,10884
"HSPA9","ENSG00000113013","5",138553756,138575675,3313
"MRPS27","ENSG00000113048","5",72219403,72320646,23107
"PFDN1","ENSG00000113068","5",140245035,140303113,5201
"HBEGF","ENSG00000113070","5",140332843,140346603,1839
"CDH9","ENSG00000113100","5",26880597,27121150,1007
"APBB3","ENSG00000113108","5",140558268,140564781,10307
"TMCO6","ENSG00000113119","5",140639435,140645408,55374
"SPARC","ENSG00000113140","5",151661096,151686975,6678
"IK","ENSG00000113141","5",140647058,140662480,3550
"HMGCR","ENSG00000113161","5",75336329,75364001,3156
"CERT1","ENSG00000113163","5",75356345,75512138,10087
"FAF2","ENSG00000113194","5",176447628,176510074,23197
"PCDHB5","ENSG00000113209","5",141135206,141138615,26167
"PCDHB6","ENSG00000113211","5",141150057,141153287,56130
"PDE8B","ENSG00000113231","5",77210449,77428256,8622
"CLK4","ENSG00000113240","5",178602664,178630615,57396
"PCDHB15","ENSG00000113248","5",141245395,141249365,56121
"RNF130","ENSG00000113269","5",179911651,180072113,55819
"THG1L","ENSG00000113272","5",157731420,157741449,54974
"ARSB","ENSG00000113273","5",78777209,78986087,411
"CLINT1","ENSG00000113282","5",157785743,157859145,9685
"THBS4","ENSG00000113296","5",79991311,80083287,7060
"CNOT6","ENSG00000113300","5",180494379,180578358,57472
"TTC1","ENSG00000113312","5",160009113,160065543,7265
"MSH3","ENSG00000113318","5",80654652,80876815,4437
"RASGRF2","ENSG00000113319","5",80960363,81230162,5924
"GABRG2","ENSG00000113327","5",162000057,162162977,2566
"CCNG1","ENSG00000113328","5",163437569,163446151,900
"POLR3G","ENSG00000113356","5",90471748,90514557,10622
"DROSHA","ENSG00000113360","5",31400494,31532196,29102
"CDH6","ENSG00000113361","5",31193686,31329146,1004
"LMNB1","ENSG00000113368","5",126776623,126837020,4001
"ARRDC3","ENSG00000113369","5",91368631,91383317,57561
"GOLPH3","ENSG00000113384","5",32124716,32174319,64083
"SUB1","ENSG00000113387","5",32531633,32604079,10923
"FAM172A","ENSG00000113391","5",93617725,94111699,83989
"TARS1","ENSG00000113407","5",33440696,33468091,6897
"LNPEP","ENSG00000113441","5",96935394,97037513,4012
"PDE4D","ENSG00000113448","5",58969038,60522120,5144
"RAD1","ENSG00000113456","5",34905260,34918989,5810
"BRIX1","ENSG00000113460","5",34915677,34925996,55299
"SLC12A7","ENSG00000113504","5",1050384,1112063,10723
"RAD50","ENSG00000113522","5",132556019,132646349,10111
"GNPDA1","ENSG00000113552","5",141991749,142013041,10007
"PCDH12","ENSG00000113555","5",141943581,141969741,51294
"SKP1","ENSG00000113558","5",134148935,134176964,6500
"NUP155","ENSG00000113569","5",37288137,37371106,9631
"PPP2CA","ENSG00000113575","5",134194332,134226073,5515
"FGF1","ENSG00000113578","5",142592178,142698070,2246
"NR3C1","ENSG00000113580","5",143277931,143435512,2908
"C5orf15","ENSG00000113583","5",133955510,133968674,56951
"PPWD1","ENSG00000113593","5",65563236,65587549,23398
"LIFR","ENSG00000113594","5",38474668,38608354,3977
"TRIM23","ENSG00000113595","5",65589690,65625975,373
"TRAPPC13","ENSG00000113597","5",65625004,65666233,80006
"SEC24A","ENSG00000113615","5",134648785,134727909,10802
"TXNDC15","ENSG00000113621","5",134874371,134901635,79770
"TTC33","ENSG00000113638","5",40512333,40755963,23548
"RARS1","ENSG00000113643","5",168486451,168519301,5917
"WWC1","ENSG00000113645","5",168291645,168472303,23286
"MACROH2A1","ENSG00000113648","5",135333900,135399914,9555
"TCERG1","ENSG00000113649","5",146447311,146511961,10915
"DPYSL3","ENSG00000113657","5",147390808,147510068,1809
"SMAD5","ENSG00000113658","5",136132845,136188747,4090
"CSNK1A1","ENSG00000113712","5",149492982,149551471,1452
"HMGXB3","ENSG00000113716","5",150000046,150053142,22993
"ERGIC1","ENSG00000113719","5",172834251,172952683,57222
"PDGFRB","ENSG00000113721","5",150113839,150155872,5159
"ATP6V0E1","ENSG00000113732","5",172983771,173035445,8992
"BNIP1","ENSG00000113734","5",173144442,173164387,662
"CPEB4","ENSG00000113742","5",173888349,173961980,80315
"HRH2","ENSG00000113749","5",175658030,175710756,3274
"DBN1","ENSG00000113758","5",177456608,177474401,1627
"ZNF346","ENSG00000113761","5",177022696,177081189,23567
"UNC5A","ENSG00000113763","5",176810519,176880898,90249
"ATP10B","ENSG00000118322","5",160563120,160852214,23120
"ELL2","ENSG00000118985","5",95885098,95961851,22936
"UBE2B","ENSG00000119048","5",134371469,134392108,7320
"DUSP1","ENSG00000120129","5",172768096,172771195,1843
"PANK3","ENSG00000120137","5",168548495,168579368,79646
"CYSTM1","ENSG00000120306","5",140175156,140282052,84418
"WDR55","ENSG00000120314","5",140664676,140674124,54853
"ARAP3","ENSG00000120318","5",141653401,141682230,64411
"PCDHB10","ENSG00000120324","5",141192353,141195647,56126
"PCDHB14","ENSG00000120327","5",141223343,141227759,56122
"ETF1","ENSG00000120705","5",138506095,138543236,2107
"TGFBI","ENSG00000120708","5",136028988,136063818,7045
"FAM53C","ENSG00000120709","5",138331935,138349729,51307
"FAM53C","ENSG00000120709","5",138331935,138349729,100128966
"SIL1","ENSG00000120725","5",138946724,139293557,64374
"PAIP2","ENSG00000120727","5",139341587,139369720,51247
"MYOT","ENSG00000120729","5",137867858,137887851,9499
"KDM3B","ENSG00000120733","5",138352685,138437028,51780
"EGR1","ENSG00000120738","5",138465479,138469303,1958
"POLK","ENSG00000122008","5",75511756,75601144,51426
"SV2C","ENSG00000122012","5",76083383,76353939,22987
"KIAA1191","ENSG00000122203","5",176346062,176361807,57179
"NLN","ENSG00000123213","5",65722205,65871725,57486
"SLC36A1","ENSG00000123643","5",151437046,151492379,206358
"MTRR","ENSG00000124275","5",7851186,7906025,4552
"FASTKD3","ENSG00000124279","5",7859159,7869037,79072
"F13A1","ENSG00000124491","6",6144084,6321013,2162
"BTN2A2","ENSG00000124508","6",26383096,26394874,10385
"SIRT5","ENSG00000124523","6",13574227,13615158,23408
"MRS2","ENSG00000124532","6",24402908,24426194,57380
"WRNIP1","ENSG00000124535","6",2765393,2786952,56897
"SERPINB6","ENSG00000124570","6",2948159,2972165,5269
"NQO2","ENSG00000124588","6",2987987,3019755,4835
"ZNF391","ENSG00000124613","6",27374615,27403908,346157
"SOX4","ENSG00000124766","6",21593751,21598619,6659
"RREB1","ENSG00000124782","6",7107597,7251980,6239
"SSR1","ENSG00000124783","6",7268306,7347446,6745
"RIOK1","ENSG00000124784","6",7389793,7418037,83732
"NRN1","ENSG00000124785","6",5997999,6007605,51299
"SLC35B3","ENSG00000124786","6",8411435,8435561,51000
"RPP40","ENSG00000124787","6",4994717,5004063,10799
"ATXN1","ENSG00000124788","6",16299112,16761491,6310
"NUP153","ENSG00000124789","6",17615035,17706925,9972
"DEK","ENSG00000124795","6",18223860,18264548,7913
"EEF1E1","ENSG00000124802","6",8073360,8102559,9521
"IRF1","ENSG00000125347","5",132440440,132508719,3659
"CANX","ENSG00000127022","5",179678628,179731641,821
"COX7C","ENSG00000127184","5",86617928,86620962,1350
"PALLD","ENSG00000129116","4",168497052,168928457,23022
"SPCS3","ENSG00000129128","4",176319966,176332245,60559
"DCTD","ENSG00000129187","4",182890060,182917936,1635
"EPB41L4A","ENSG00000129595","5",112142441,112419313,64097
"CDO1","ENSG00000129596","5",115804733,115816659,1036
"REEP5","ENSG00000129625","5",112876385,112922289,7905
"ZSWIM6","ENSG00000130449","5",61332258,61546172,57688
"F12","ENSG00000131187","5",177402141,177409564,2161
"PRR7","ENSG00000131188","5",177446445,177456286,80758
"PDLIM4","ENSG00000131435","5",132257696,132273454,8572
"KIF3A","ENSG00000131437","5",132692628,132737638,11127
"MGAT1","ENSG00000131446","5",180784780,180815652,4245
"GFPT2","ENSG00000131459","5",180300698,180353336,9945
"NDUFA2","ENSG00000131495","5",140638740,140647771,4695
"ANKHD1","ENSG00000131503","5",140401814,140539856,54882
"DIAPH1","ENSG00000131504","5",141515016,141619055,1729
"NDFIP1","ENSG00000131507","5",142108779,142154440,80762
"UBE2D2","ENSG00000131508","5",139526431,139628434,7322
"MAP1B","ENSG00000131711","5",72107234,72209565,4131
"CKMT2","ENSG00000131730","5",81233320,81266398,1160
"ZCCHC9","ENSG00000131732","5",81301587,81313297,84240
"MCCC2","ENSG00000131844","5",71587288,71658706,64087
"PRKAA1","ENSG00000132356","5",40759379,40798374,5562
"REEP2","ENSG00000132563","5",138439057,138446969,51308
"PCBD2","ENSG00000132570","5",134905120,135007959,84105
"DMGDH","ENSG00000132837","5",78997564,79236038,29958
"BHMT2","ENSG00000132840","5",79069767,79090069,23743
"AP3B1","ENSG00000132842","5",78002326,78294698,8546
"ZBED3","ENSG00000132846","5",77072072,77087285,84327
"DCTN4","ENSG00000132912","5",150708440,150759095,51164
"SLF1","ENSG00000133302","5",94618669,94739436,84250
"MED10","ENSG00000133398","5",6371874,6378571,84246
"PDZD2","ENSG00000133401","5",31639131,32110932,23037
"LARS1","ENSG00000133706","5",146110566,146182696,51520
"HSD17B4","ENSG00000133835","5",119452473,119637199,3295
"MRPS36","ENSG00000134056","5",69217760,69230158,92259
"CCNB1","ENSG00000134057","5",69167135,69178245,891
"CDK7","ENSG00000134058","5",69234795,69277430,1022
"IL6ST","ENSG00000134352","5",55935095,55995022,3572
"CCNH","ENSG00000134480","5",87318416,87412930,902
"TMED7","ENSG00000134970","5",115613210,115632992,51014
"APC","ENSG00000134982","5",112707498,112846239,324
"NREP","ENSG00000134986","5",111662621,111997464,9315
"WDR36","ENSG00000134987","5",111091716,111130502,134430
"ADAM19","ENSG00000135074","5",157395534,157575775,8728
"HAVCR2","ENSG00000135077","5",157085832,157142869,84868
"KIF13A","ENSG00000137177","6",17759183,17987635,63971
"ZSCAN9","ENSG00000137185","6",28224886,28233487,7746
"GMPR","ENSG00000137198","6",16238587,16295549,2766
"TMEM14B","ENSG00000137210","6",10747759,10852753,81853
"KIAA0319","ENSG00000137261","6",24544104,24646191,9856
"SLC22A23","ENSG00000137266","6",3268962,3457050,63027
"TUBB2A","ENSG00000137267","6",3153497,3157544,7280
"FOXF2","ENSG00000137273","6",1389576,1395603,2295
"BPHL","ENSG00000137274","6",3118374,3153578,670
"RIPK1","ENSG00000137275","6",3063824,3115187,8737
"TUBB2B","ENSG00000137285","6",3223324,3231730,347733
"TCF19","ENSG00000137310","6",31158547,31167159,6941
"FLOT1","ENSG00000137312","6",30727709,30742732,10211
"IER3","ENSG00000137331","6",30743199,30744548,8870
"MDC1","ENSG00000137337","6",30699807,30717447,9656
"PGBD1","ENSG00000137338","6",28281572,28302549,84547
"ATAT1","ENSG00000137343","6",30626842,30646823,79969
"TPMT","ENSG00000137364","6",18128311,18155077,7172
"RNF144B","ENSG00000137393","6",18387350,18468870,255488
"NRM","ENSG00000137404","6",30688047,30691420,11270
"VARS2","ENSG00000137411","6",30914205,30926459,57176
"FAM8A1","ENSG00000137414","6",17600302,17611715,51439
"C6orf52","ENSG00000137434","6",10671418,10694797,347744
"NEK1","ENSG00000137601","4",169392809,169612627,4750
"DDX60","ENSG00000137628","4",168216291,168318883,55601
"NAF1","ENSG00000145414","4",163110073,163166890,92345
"MARCHF1","ENSG00000145416","4",163524298,164384050,55016
"CBR4","ENSG00000145439","4",168863770,169010275,84869
"CYP4V2","ENSG00000145476","4",186191567,186213463,285440
"NDUFS6","ENSG00000145494","5",1801407,1816048,4726
"MARCHF6","ENSG00000145495","5",10353695,10440388,10299
"NKD2","ENSG00000145506","5",1008802,1038943,85409
"CDH18","ENSG00000145526","5",19471296,20575873,1016
"SRD5A1","ENSG00000145545","5",6633427,6674386,6715
"MYO10","ENSG00000145555","5",16661907,16936288,4651
"OTULINL","ENSG00000145569","5",14581792,14616180,54491
"RPL37","ENSG00000145592","5",40825262,40835222,6167
"SKP2","ENSG00000145604","5",36151989,36196849,6502
"OSMR","ENSG00000145623","5",38845858,38945596,9180
"PLK2","ENSG00000145632","5",58453982,58460139,10769
"PIK3R1","ENSG00000145675","5",68215756,68301821,5295
"LHFPL2","ENSG00000145685","5",78485215,78770021,10184
"SSBP2","ENSG00000145687","5",81413021,81751797,23635
"CRHBP","ENSG00000145708","5",76953045,76981158,1393
"RASA1","ENSG00000145715","5",87267883,87391931,5921
"LIX1","ENSG00000145721","5",97091867,97142753,167410
"GIN1","ENSG00000145723","5",103086000,103120138,54826
"PPIP5K2","ENSG00000145725","5",103120149,103212799,23262
"PAM","ENSG00000145730","5",102753981,103031105,5066
"BDP1","ENSG00000145734","5",71455651,71567820,55814
"SLC30A5","ENSG00000145740","5",69093949,69131069,64924
"BTF3","ENSG00000145741","5",73498408,73505635,689
"FBXL17","ENSG00000145743","5",107859035,108382098,64839
"FEM1C","ENSG00000145780","5",115520908,115544775,56929
"COMMD10","ENSG00000145781","5",116085016,116412762,51397
"ATG12","ENSG00000145782","5",115828200,115841837,9140
"MEGF10","ENSG00000145794","5",127290796,127465737,84466
"YIPF5","ENSG00000145817","5",144158162,144170714,81555
"ARHGAP26","ENSG00000145819","5",142770377,143229011,23092
"CXCL14","ENSG00000145824","5",135570679,135579279,9547
"SLC25A48","ENSG00000145832","5",135579202,135889770,153328
"DDX46","ENSG00000145833","5",134758771,134855133,9879
"RNF145","ENSG00000145860","5",159157409,159210053,153830
"C1QTNF2","ENSG00000145861","5",160347754,160370641,114898
"GABRB2","ENSG00000145864","5",161288429,161549044,2561
"FBXO38","ENSG00000145868","5",148383935,148442836,81545
"PCYOX1L","ENSG00000145882","5",149358037,149369653,78991
"TNIP1","ENSG00000145901","5",151029945,151093577,10318
"G3BP1","ENSG00000145907","5",151771045,151812911,10146
"ZNF300","ENSG00000145908","5",150894392,150904983,91975
"N4BP3","ENSG00000145911","5",178113532,178126081,23138
"NHP2","ENSG00000145912","5",178149463,178153894,55651
"RMND5B","ENSG00000145916","5",178130996,178150568,64777
"BOD1","ENSG00000145919","5",173607145,173616659,91272
"CPLX2","ENSG00000145920","5",175796310,175884021,10814
"TENM2","ENSG00000145934","5",167284799,168264157,57451
"FAM50B","ENSG00000145945","6",3849373,3851320,26240
"TBC1D7","ENSG00000145979","6",13266542,13328583,51256
"TBC1D7","ENSG00000145979","6",13266542,13328583,107080638
"FARS2","ENSG00000145982","6",5261044,5829192,10667
"GFOD1","ENSG00000145990","6",13357830,13487662,54438
"CDKAL1","ENSG00000145996","6",20534457,21232404,54901
"PSD2","ENSG00000146005","5",139795808,139844466,84249
"LRRTM2","ENSG00000146006","5",138868921,138875368,26045
"ZMAT2","ENSG00000146007","5",140698680,140706686,153527
"KLHL3","ENSG00000146021","5",137617500,137736089,26249
"TRIM41","ENSG00000146063","5",181222499,181235808,90933
"HIGD2A","ENSG00000146066","5",176388751,176389761,192286
"FAM193B","ENSG00000146067","5",177519789,177554563,54540
"RNF44","ENSG00000146083","5",176526712,176538025,22838
"RASGEF1C","ENSG00000146090","5",180100795,180209211,255426
"DOK3","ENSG00000146094","5",177501904,177511274,79930
"ABT1","ENSG00000146109","6",26596953,26600739,29777
"PPP1R18","ENSG00000146112","6",30676389,30687895,170954
"PPP1R18","ENSG00000146112","6",30676389,30687895,107987457
"GPM6A","ENSG00000150625","4",175632934,176002664,2823
"WDR17","ENSG00000150627","4",176065841,176182818,116966
"VEGFC","ENSG00000150630","4",176683538,176792922,7424
"MTMR12","ENSG00000150712","5",32226994,32312987,54545
"CCT5","ENSG00000150753","5",10249929,10266389,22948
"ATPSCKMT","ENSG00000150756","5",10225507,10249897,134145
"CSNK1G3","ENSG00000151292","5",123512099,123617045,1456
"SRFBP1","ENSG00000151304","5",121961975,122075570,153443
"FER","ENSG00000151422","5",108747841,109196841,2241
"WWC2","ENSG00000151718","4",183099257,183320777,80014
"ACSL1","ENSG00000151726","4",184755595,184826818,2180
"SLC25A4","ENSG00000151729","4",185143266,185150382,291
"FBXO4","ENSG00000151876","5",41925254,41941743,26272
"TMEM267","ENSG00000151881","5",43444252,43483893,64417
"PARP8","ENSG00000151883","5",50665899,50846519,79668
"ATG10","ENSG00000152348","5",81972023,82276857,83734
"POC5","ENSG00000152359","5",75674124,75717448,134359
"SPOCK1","ENSG00000152377","5",136975298,137598379,6695
"JMY","ENSG00000152409","5",79236131,79327211,133746
"HOMER1","ENSG00000152413","5",79372636,79514134,9456
"XRCC4","ENSG00000152422","5",83077498,83353787,7518
"CAMK4","ENSG00000152495","5",111223653,111494886,814
"TRIM36","ENSG00000152503","5",115124762,115180546,55521
"SPEF2","ENSG00000152582","5",35617844,35814611,79925
"NADK2","ENSG00000152620","5",36192589,36242279,133686
"CCNO","ENSG00000152669","5",55231152,55233608,10309
"PELO","ENSG00000152684","5",52787916,52804044,53918
"SAR1B","ENSG00000152700","5",134601149,134649271,51128
"RAB3C","ENSG00000152932","5",58582221,58859394,115827
"RAD17","ENSG00000152942","5",69369293,69414801,5884
"NRSN1","ENSG00000152954","6",24126186,24154900,140767
"SREK1IP1","ENSG00000153006","5",64718148,64768691,285672
"CWC27","ENSG00000153015","5",64768930,65018750,10283
"SRP19","ENSG00000153037","5",112861188,112898371,6728
"CENPH","ENSG00000153044","5",69189574,69210357,64946
"CDYL","ENSG00000153046","6",4706159,4955551,9425
"DAB2","ENSG00000153071","5",39371675,39462300,1601
"DAB2","ENSG00000153071","5",39371675,39462300,112267931
"CAST","ENSG00000153113","5",96525267,96779595,831
"CETN3","ENSG00000153140","5",90392257,90409766,1070
"BMP6","ENSG00000153162","6",7726099,7881728,654
"LPCAT1","ENSG00000153395","5",1456480,1523962,79888
"SREK1","ENSG00000153914","5",66139971,66183615,140890
"CHD1","ENSG00000153922","5",98853985,98929007,1105
"ANKH","ENSG00000154122","5",14704800,14871778,56172
"OTULIN","ENSG00000154124","5",14664664,14699850,90268
"RETREG1","ENSG00000154153","5",16473038,16617038,54463
"SH3RF1","ENSG00000154447","4",169094259,169270956,57630
"PDLIM3","ENSG00000154553","4",185500660,185535507,27295
"SORBS2","ENSG00000154556","4",185585444,185956652,8470
"GRAMD2B","ENSG00000155324","5",126360132,126496494,65983
"ZCCHC10","ENSG00000155329","5",132996985,133026604,54819
"LARP1","ENSG00000155506","5",154712843,154817605,23367
"CNOT8","ENSG00000155508","5",154857553,154876792,9337
"GRIA1","ENSG00000155511","5",153489615,153813869,2890
"SETD9","ENSG00000155542","5",56909260,56925532,133383
"MIER3","ENSG00000155545","5",56919602,56971675,166968
"PPARGC1B","ENSG00000155846","5",149730298,149855022,133522
"SLC26A2","ENSG00000155850","5",149960758,149993455,1836
"LSM11","ENSG00000155858","5",157743712,157760709,134353
"MED7","ENSG00000155868","5",157137424,157159019,9443
"PCDH1","ENSG00000156453","5",141853090,141879246,5097
"PPP2R2B","ENSG00000156475","5",146580742,147084784,5521
"FCHO2","ENSG00000157107","5",72956041,73090522,115548
"AFAP1L1","ENSG00000157510","5",149271859,149343637,134265
"H2BC5","ENSG00000158373","6",26158146,26171349,3017
"H4C8","ENSG00000158406","6",26277609,26285638,8365
"NRG2","ENSG00000158458","5",139846779,140043299,9542
"ZSCAN12","ENSG00000158691","6",28378955,28399734,9753
"CDC42SE2","ENSG00000158985","5",131245493,131398447,56990
"RAPGEF6","ENSG00000158987","5",131423921,131635231,51735
"MRNIP","ENSG00000161010","5",179835133,179862173,51149
"SQSTM1","ENSG00000161011","5",179806398,179838078,8878
"MGAT4B","ENSG00000161013","5",179797597,179806952,11282
"MAML1","ENSG00000161021","5",179732822,179777283,9794
"HMGB2","ENSG00000164104","4",173331376,173334432,3148
"SAP30","ENSG00000164105","4",173369969,173377532,8819
"SCRG1","ENSG00000164106","4",173384701,173406380,11341
"FBXO8","ENSG00000164117","4",174236658,174283667,26269
"CEP44","ENSG00000164118","4",174283730,174333380,80817
"NPY1R","ENSG00000164128","4",163323962,163344832,4886
"ICE1","ENSG00000164151","5",5420664,5490220,23379
"ITGA2","ENSG00000164171","5",52989340,53094779,3673
"MOCS2","ENSG00000164172","5",53095679,53110063,4338
"EDIL3","ENSG00000164176","5",83940554,84384880,10085
"TMEM161B","ENSG00000164180","5",88189633,88269476,153396
"ELOVL7","ENSG00000164181","5",60751791,60844274,79993
"NDUFAF2","ENSG00000164182","5",60945177,61154531,91942
"LMBRD2","ENSG00000164187","5",36098407,36151887,92255
"RANBP3L","ENSG00000164188","5",36246913,36302114,202151
