Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0001558	regulation of cell growth	 	3.789E-7	2.596E-3	8.795E-5	8.276E-4	42	544	CDKN2A,RERG,ST20,CISH,SLIT2,CPNE6,AGT,TRPV2,HSPA1A,ISLR2,SEMA3C,CIB1,TNC,WNT3,WNT5A,ARHGAP4,FRZB,CAPRIN2,DACT3,SMARCA2,HAMP,MYO5B,INHBA,KIF26A,FSTL4,DCC,NRP1,RGMA,SOCS2,CCN5,PRDM11,BST2,SLC23A2,CAMK2D,OSTN,SEMA5A,WFDC1,EDN1,SEMA3D,CD38,TTL,DCUN1D3
GO: Biological Process	GO:0032990	cell part morphogenesis	 	3.839E-7	2.630E-3	8.795E-5	8.276E-4	63	980	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,MET,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,SLC23A2,PID1,NPTX1,DRD2,THSD7A,OSTN,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,CRB1,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,COQ7,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0031175	neuron projection development	 	3.851E-7	2.639E-3	8.795E-5	8.276E-4	81	1384	EPHB2,PCP4,HLA-A,HLA-B,RPS6KA5,MATN2,MBP,HLA-F,ETV1,ETV5,ADCYAP1,TLX2,SPTBN5,MET,SLIT2,CPNE6,CLIC5,AGT,TRPV2,FLRT1,ISLR2,SEMA3C,PRRX1,CIB1,KLHL1,HTR7,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,CTSZ,RELN,MYO5B,MYO7A,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,GDPD5,PTPRG,BHLHE22,ULK4,SLC23A2,NPTX1,DRD2,THSD7A,OSTN,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,GRID2,GRM4,UST,LGALS1,TSPAN2,SEMA3D,EFNB1,CD38,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0010721	negative regulation of cell development	 	4.005E-7	2.744E-3	8.810E-5	8.290E-4	25	238	EPHB2,MBP,ADCYAP1,TLX2,SLIT2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,FRZB,IL1B,FSTL4,DCC,NRP1,RGMA,DIO3,DLX1,DLX2,SEMA5A,SEMA3D,SPRY4,NR2E1,PAX6
GO: Biological Process	GO:0051961	negative regulation of nervous system development	 	4.115E-7	2.819E-3	8.810E-5	8.290E-4	22	191	EPHB2,MBP,ADCYAP1,TLX2,SLIT2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,IL1B,FSTL4,DCC,NRP1,RGMA,DLX1,DLX2,SEMA5A,SEMA3D,NR2E1,PAX6
GO: Biological Process	GO:0050804	modulation of chemical synaptic transmission	 	4.460E-7	3.056E-3	9.157E-5	8.616E-4	43	567	EPHB2,ZDHHC2,SYN3,ADCYAP1,MET,ADRA1A,AGT,SCN9A,UNC13B,VGF,TSHZ3,HTR2C,HTR7,WNT7A,NLGN1,LRRTM2,IL1B,RELN,MYO5B,CPLX2,DCC,PTGER4,BDKRB2,PCDH17,NPTX1,DRD2,NPTX2,CALB2,HCN4,LAMA2,GRID1,GRID2,CAMK2N2,GRIK4,GRM4,GRM7,EDN1,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11
GO: Biological Process	GO:0000904	cell morphogenesis involved in differentiation	 	4.582E-7	3.139E-3	9.157E-5	8.616E-4	67	1073	EPHB2,RPS6KA5,MATN2,MBP,DACT2,ETV1,ETV5,PARVB,TLX2,FZD7,SPTBN5,MET,SLIT2,CLIC5,TRPV2,ANTXR1,ISLR2,SEMA3C,CIB1,TNC,VASN,WNT3,WNT5A,WNT7A,OLFM4,ITGA8,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,PARVA,FAM9B,RELN,MYO5B,MYO7A,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,NPTX1,DRD2,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,SEMA3D,EFNB1,SPRY4,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0099177	regulation of trans-synaptic signaling	 	4.677E-7	3.205E-3	9.157E-5	8.616E-4	43	568	EPHB2,ZDHHC2,SYN3,ADCYAP1,MET,ADRA1A,AGT,SCN9A,UNC13B,VGF,TSHZ3,HTR2C,HTR7,WNT7A,NLGN1,LRRTM2,IL1B,RELN,MYO5B,CPLX2,DCC,PTGER4,BDKRB2,PCDH17,NPTX1,DRD2,NPTX2,CALB2,HCN4,LAMA2,GRID1,GRID2,CAMK2N2,GRIK4,GRM4,GRM7,EDN1,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11
GO: Biological Process	GO:0048592	eye morphogenesis	 	5.265E-7	3.607E-3	1.002E-4	9.429E-4	32	362	EPHB2,IRX5,CHM,MEIS1,TWIST1,FZD8,HSPA1A,FOXF2,COL5A1,COL5A2,NID2,WNT5A,WNT2B,MAB21L2,SIX3,ZIC1,TSKU,SOX1,MYO7A,FJX1,PCDH17,AFAP1L2,ARL6IP1,BHLHE22,DIO3,LAMB1,CRB1,ZNF503,EFNB1,PAX6,CDH6,MARCKS
GO: Biological Process	GO:0048667	cell morphogenesis involved in neuron differentiation	 	5.739E-7	3.933E-3	1.063E-4	1.000E-3	58	883	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,MET,SLIT2,CLIC5,TRPV2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,MYO7A,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,NPTX1,DRD2,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0050771	negative regulation of axonogenesis	 	6.402E-7	4.387E-3	1.154E-4	1.086E-3	14	84	EPHB2,MBP,SLIT2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,FSTL4,DCC,NRP1,RGMA,SEMA5A,SEMA3D
GO: Biological Process	GO:0048812	neuron projection morphogenesis	 	7.591E-7	5.201E-3	1.309E-4	1.232E-3	60	934	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,MET,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,SLC23A2,NPTX1,DRD2,THSD7A,OSTN,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0048858	cell projection morphogenesis	 	7.644E-7	5.238E-3	1.309E-4	1.232E-3	61	956	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,MET,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,SLC23A2,NPTX1,DRD2,THSD7A,OSTN,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,CRB1,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0060322	head development	 	9.318E-7	6.385E-3	1.557E-4	1.465E-3	77	1322	EPHB2,PCSK1,CDKN2A,MBP,ETV5,MEIS1,ADCYAP1,MEIS2,FZD8,MET,SLIT2,PTCHD1,PCDH19,KLHL1,CYP26B1,WNT3,WNT5A,WNT7A,WNT2B,ITGA8,POU3F1,POU3F3,ACVR1C,SIX3,TIPARP,ZIC1,TSKU,BCL11B,CST3,CST5,ZFHX2,ATP2B3,SOX1,TRNP1,RELN,INHBA,BCL2A1,DCC,PTGER3,GDF10,NRP1,NEFH,GDPD5,PTPRG,BHLHE22,ULK4,DLX1,DLX2,AMIGO2,SLC17A6,DRD2,TCF7L2,CAST,CASP5,LAMB1,NR4A3,SEMA5A,GRID2,LHX6,EDN1,NR2F2,TSPAN2,ZNF503,SEMA3D,LIMK2,OTX1,CDK2AP1,SPRY4,NR2E1,SP5,PAX6,TNNT2,ENO3,MARCKS,HRH3,HDC,EPHA5
GO: Biological Process	GO:0051240	positive regulation of multicellular organismal process	 	1.023E-6	7.010E-3	1.669E-4	1.571E-3	95	1750	EPHB2,PDE4B,OPN4,HLA-A,HLA-B,ESRRG,MBP,HLA-F,ETV5,STING1,LY96,CHI3L1,MEIS1,ADCYAP1,TWIST1,OVOL2,MET,SLIT2,ADRA1A,SPON2,AGT,TRPV2,PLAU,IL17RA,FLRT1,AIM2,HSPA1A,UNC13B,ISLR2,CIB1,DHX58,HTR2C,LRRN1,TNC,WNT3,WNT5A,WNT7A,G0S2,WNT2B,PYDC1,NLGN1,TSKU,CARTPT,MT1F,ISG15,CAPRIN2,SLN,LRRTM2,FAM9B,HAMP,IL1B,RELN,SWAP70,MYO5B,INHBA,PTGER3,CCDC88B,PTGER4,PANX3,ARID5A,NRP1,GHR,NELL1,AFAP1L2,PAX8,SULF1,DIO3,LBH,IL33,AMIGO2,NPNT,TRIM15,DRD2,TCF7L2,CAMK2D,CASP5,NR4A3,SEMA5A,GRID2,EDN1,LGALS1,GAL,THBD,SH3PXD2B,CD6,CCBE1,CD86,GPR68,LPL,CD38,NR2E1,LRPAP1,PAX6,MARCKS,TPBG
GO: Biological Process	GO:0016049	cell growth	 	1.057E-6	7.239E-3	1.684E-4	1.584E-3	47	667	CDKN2A,RERG,ST20,CISH,SLIT2,CPNE6,ADRA1A,AGT,TRPV2,FLRT1,HSPA1A,ISLR2,SEMA3C,CIB1,TNC,WNT3,WNT5A,ARHGAP4,FRZB,CAPRIN2,DACT3,SMARCA2,HAMP,MYO5B,INHBA,KIF26A,FSTL4,DCC,PCDH17,NRP1,RGMA,SOCS2,CCN5,PRDM11,BST2,SLC23A2,THSD7A,CAMK2D,OSTN,SEMA5A,WFDC1,EDN1,SEMA3D,CD38,TTL,AKAP13,DCUN1D3
GO: Biological Process	GO:0030900	forebrain development	 	1.124E-6	7.700E-3	1.750E-4	1.647E-3	43	587	EPHB2,PCSK1,ETV5,ADCYAP1,FZD8,SLIT2,PTCHD1,WNT3,WNT5A,WNT7A,WNT2B,POU3F1,POU3F3,ACVR1C,SIX3,ZIC1,TSKU,BCL11B,SOX1,RELN,INHBA,BCL2A1,DCC,PTGER3,NRP1,NEFH,GDPD5,BHLHE22,ULK4,DLX1,DLX2,SLC17A6,DRD2,TCF7L2,LAMB1,NR4A3,SEMA5A,LHX6,NR2F2,OTX1,NR2E1,PAX6,EPHA5
GO: Biological Process	GO:0007409	axonogenesis	 	1.173E-6	8.039E-3	1.786E-4	1.681E-3	49	711	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,SPTBN5,SLIT2,TRPV2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,TSKU,ARHGAP4,BCL11B,RELN,MYO5B,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,NPTX1,DRD2,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,EPHA3,HDC,EPHA5
GO: Biological Process	GO:0120039	plasma membrane bounded cell projection morphogenesis	 	1.278E-6	8.758E-3	1.904E-4	1.792E-3	60	949	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,MET,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,SLC23A2,NPTX1,DRD2,THSD7A,OSTN,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0007420	brain development	 	1.827E-6	1.252E-2	2.608E-4	2.454E-3	73	1253	EPHB2,PCSK1,CDKN2A,MBP,ETV5,MEIS1,ADCYAP1,MEIS2,FZD8,MET,SLIT2,PTCHD1,PCDH19,KLHL1,CYP26B1,WNT3,WNT5A,WNT7A,WNT2B,ITGA8,POU3F1,POU3F3,ACVR1C,SIX3,ZIC1,TSKU,BCL11B,CST3,CST5,ZFHX2,ATP2B3,SOX1,TRNP1,RELN,INHBA,BCL2A1,DCC,PTGER3,GDF10,NRP1,NEFH,GDPD5,PTPRG,BHLHE22,ULK4,DLX1,DLX2,AMIGO2,SLC17A6,DRD2,TCF7L2,CAST,CASP5,LAMB1,NR4A3,SEMA5A,GRID2,LHX6,NR2F2,TSPAN2,ZNF503,SEMA3D,OTX1,SPRY4,NR2E1,SP5,PAX6,TNNT2,ENO3,MARCKS,HRH3,HDC,EPHA5
GO: Biological Process	GO:0048666	neuron development	 	1.827E-6	1.252E-2	2.608E-4	2.454E-3	89	1629	EPHB2,PCP4,IRX5,HLA-A,HLA-B,RPS6KA5,MATN2,MBP,HLA-F,ETV1,ETV5,ADCYAP1,TLX2,SPTBN5,MET,SLIT2,CPNE6,CLIC5,AGT,TRPV2,FLRT1,CNGB1,ONECUT2,ISLR2,SEMA3C,PRRX1,CIB1,KLHL1,HTR7,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,CTSZ,SOX1,RELN,MYO5B,MYO7A,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,GDPD5,PTPRG,BHLHE22,DIO3,ULK4,SLC23A2,NPTX1,DRD2,THSD7A,OSTN,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,GRID2,GRM4,LHX6,UST,LGALS1,TSPAN2,CRB1,SEMA3D,EFNB1,TMEM132E,CD38,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0051960	regulation of nervous system development	 	1.906E-6	1.306E-2	2.665E-4	2.508E-3	43	599	EPHB2,MBP,ETV5,ADCYAP1,TLX2,MET,SLIT2,TRPV2,HES6,FLRT1,ISLR2,SEMA3C,LRRN1,TNC,WNT3,WNT5A,WNT7A,NLGN1,ARHGAP4,CAPRIN2,LRRTM2,FAM9B,IL1B,RELN,SWAP70,MYO5B,FSTL4,DCC,NRP1,RGMA,DLX1,DLX2,IL33,AMIGO2,DRD2,TCF7L2,SEMA5A,GRID2,SEMA3D,NR2E1,PAX6,MARCKS,TPBG
GO: Biological Process	GO:0000902	cell morphogenesis	 	3.245E-6	2.223E-2	4.446E-4	4.184E-3	78	1390	EPHB2,RPS6KA5,MATN2,MBP,DACT2,ETV1,ETV5,PARVB,TLX2,FZD7,SPTBN5,MET,SLIT2,CPNE6,CLIC5,TRPV2,ANTXR1,FLRT1,ISLR2,SEMA3C,CIB1,TNC,VASN,WNT3,WNT5A,WNT7A,OLFM4,ITGA8,NLGN1,TSKU,ARHGAP4,BCL11B,WTIP,CAPRIN2,PARVA,FAM9B,RELN,MYO5B,MYO7A,SPTB,FSTL4,PALMD,DCC,ITGA7,PCDH17,CNTN6,NRP1,RGMA,NEFH,COCH,BHLHE22,SLC23A2,NPTX1,DRD2,THSD7A,OSTN,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,CRB1,SEMA3D,EFNB1,SPRY4,NR2E1,TTL,LGR6,PAX6,CDH6,CDH11,CDH12,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0007411	axon guidance	 	4.039E-6	2.767E-2	5.426E-4	5.106E-3	33	417	EPHB2,RPS6KA5,MATN2,ETV1,ETV5,SPTBN5,SLIT2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,BCL11B,RELN,SPTB,DCC,PCDH17,CNTN6,NRP1,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,SEMA3D,EFNB1,LGR6,PAX6,CDH11,EPHA3,HDC,EPHA5
GO: Biological Process	GO:0097485	neuron projection guidance	 	4.250E-6	2.912E-2	5.601E-4	5.270E-3	33	418	EPHB2,RPS6KA5,MATN2,ETV1,ETV5,SPTBN5,SLIT2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,BCL11B,RELN,SPTB,DCC,PCDH17,CNTN6,NRP1,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,SEMA3D,EFNB1,LGR6,PAX6,CDH11,EPHA3,HDC,EPHA5
GO: Biological Process	GO:0007417	central nervous system development	 	4.686E-6	3.211E-2	6.058E-4	5.700E-3	88	1643	EPHB2,PCSK1,CDKN2A,MBP,ETV5,VIT,MEIS1,ADCYAP1,MEIS2,FZD8,MET,SLIT2,PTCHD1,PCDH19,AGT,KLHL1,CYP26B1,WNT3,WNT5A,WNT7A,WNT2B,ITGA8,POU3F1,POU3F3,ACVR1C,SIX3,ZIC1,TSKU,MT1F,BCL11B,CST3,CST5,ZFHX2,IL1B,ATP2B3,SOX1,TRNP1,RELN,SWAP70,INHBA,BCL2A1,DCC,PTGER3,GDF10,CNTN6,NRP1,NEFH,GDPD5,PTPRG,PAX8,SULF1,GLRA2,BHLHE22,ULK4,DLX1,DLX2,IL33,AMIGO2,SLC17A6,NPTX1,DRD2,TCF7L2,GRK5,CAST,CASP5,LAMB1,NR4A3,SEMA5A,GRID2,LHX6,NR2F2,TSPAN2,CHST8,ZNF503,SEMA3D,OTX1,SPRY4,NR2E1,SP5,SNTG2,PAX6,TNNT2,ENO3,CDH11,MARCKS,HRH3,HDC,EPHA5
GO: Biological Process	GO:0007610	behavior	 	5.057E-6	3.465E-2	6.416E-4	6.037E-3	57	924	EPHB2,VAPB,OPN4,CEBPA,ETV1,ETV5,MEIS1,ADCYAP1,MEIS2,MET,PTCHD1,AGT,SCN9A,TRPV2,DEAF1,KLHL1,HTR2C,PNMT,HTR7,WFS1,ITGA8,NLGN1,SIX3,ZIC1,CARTPT,CST3,CST5,ZFHX2,IL1B,GAD1,RELN,PITPNC1,PTGER3,PTGER4,PCDH17,GDPD5,DIO3,ULK4,DRD2,NPTX2,LPAR5,LAMB1,PKD2L1,NR4A3,GRID1,GPR88,GRM4,GRM7,GRP,GAL,NR2E1,PAX6,PC,PCDH8,HRH3,RCAN2,TPBG
GO: Biological Process	GO:0061564	axon development	 	5.300E-6	3.631E-2	6.602E-4	6.213E-3	50	772	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,SPTBN5,SLIT2,TRPV2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,TSKU,ARHGAP4,BCL11B,RELN,MYO5B,SPTB,FSTL4,DCC,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,NPTX1,DRD2,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,TSPAN2,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,EPHA3,HDC,EPHA5
GO: Biological Process	GO:0023061	signal release	 	5.428E-6	3.720E-2	6.642E-4	6.250E-3	45	666	PCP4,PCSK5,SYN3,ADCYAP1,ADRA1A,AGT,UNC13B,VGF,RPH3AL,HTR2C,HTR7,WNT7A,NLGN1,ACVR1C,SYT10,CARTPT,CADPS2,IL1B,GAD1,NAAA,INHBA,CPLX2,PTGER3,PTGER4,BMP8B,KCNA5,PAX8,NMB,DRD2,TCF7L2,SYT6,NUCB2,GRM4,GRM7,GRP,EDN1,GAL,GPR68,CD38,UNC13C,PAX6,MARCKS,PCK2,HRH3,EPHA5
GO: Biological Process	GO:1903532	positive regulation of secretion by cell	 	5.570E-6	3.817E-2	6.696E-4	6.300E-3	31	385	PCP4,PCSK1,HLA-A,HLA-B,HLA-F,ADCYAP1,AGT,UNC13B,RPH3AL,HTR2C,RAB3D,NLGN1,SYT10,CARTPT,CADPS2,IL1B,MYO5B,INHBA,PTGER4,NMB,DRD2,TCF7L2,NUCB2,GRP,EDN1,GAL,GPR68,CD38,PAX6,MARCKS,PCK2
GO: Biological Process	GO:0021872	forebrain generation of neurons	 	5.670E-6	3.885E-2	6.698E-4	6.303E-3	13	87	FZD8,SLIT2,WNT5A,BCL11B,SOX1,INHBA,PTGER3,NRP1,DLX1,DLX2,LHX6,NR2E1,PAX6
GO: Biological Process	GO:0048562	embryonic organ morphogenesis	 	6.593E-6	4.518E-2	7.602E-4	7.153E-3	43	629	EPHB2,EYA4,IRX5,ESRRG,RCSD1,MEIS1,MEIS2,TWIST1,OVOL2,FZD8,CLIC5,FOXF2,NID2,PRRX1,COL11A1,CYP26B1,WNT5A,COL27A1,ITGA8,MAB21L2,SIX3,TCAP,ZIC1,WTIP,FRZB,MYO7A,AFAP1L2,PAX8,LBH,DLX1,DLX2,TCF7L2,GRK5,CASP5,LAMB1,NR4A3,EDN1,ZNF503,SEMA3D,OTX1,EFNB1,TSHZ1,PAX6
GO: Biological Process	GO:0045596	negative regulation of cell differentiation	 	6.657E-6	4.561E-2	7.602E-4	7.153E-3	52	822	EPHB2,CDKN2A,MBP,HLA-F,MEIS1,ADCYAP1,MEIS2,TWIST1,TLX2,OVOL2,CISH,FZD7,SLIT2,H4C12,COL5A1,COL5A2,SEMA3C,CIB1,TNC,VASN,WNT3,WNT5A,WNT7A,SIX3,TSKU,CARTPT,ARHGAP4,FRZB,DACT3,IL1B,INHBA,FSTL4,DCC,PTGER3,GDF10,INPP4B,NRP1,RGMA,DIO3,LBH,DLX1,DLX2,TCF7L2,HDAC5,NUCB2,OSTN,SEMA5A,SEMA3D,GPR68,SPRY4,NR2E1,PAX6
GO: Biological Process	GO:0040007	growth	 	7.322E-6	5.017E-2	8.225E-4	7.740E-3	79	1445	CDKN2A,RERG,ST20,HLA-B,HLA-F,PHLDA2,MEIS1,CISH,FZD7,SLIT2,CPNE6,ADRA1A,AGT,TRPV2,PLAU,FLRT1,HSPA1A,ISLR2,NID2,SEMA3C,COL10A1,CIB1,WFS1,TNC,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,ACVR1C,SIX3,TSKU,ARHGAP4,MT1F,FRZB,CAPRIN2,DACT3,SMARCA2,HAMP,IL1B,PRPH,SWAP70,MYO5B,INHBA,KIF26A,FSTL4,DCC,PTGER4,PCDH17,NRP1,GHR,RGMA,SOCS2,CCN5,GDPD5,PRDM11,BST2,DIO3,SLC23A2,DRD2,TCF7L2,THSD7A,KRT19,KRT31,CAMK2D,OSTN,LAMB1,SEMA5A,WFDC1,EDN1,SEMA3D,SH3PXD2B,CD38,TTL,AKAP13,LGR6,DCUN1D3,ENO3,TPBG
GO: Biological Process	GO:0001501	skeletal system development	 	7.597E-6	5.206E-2	8.396E-4	7.901E-3	51	804	PCSK5,IRX5,DHRS3,CHI3L1,MEIS1,MEIS2,TWIST1,MGP,PLOD2,ALPL,COL5A2,COL10A1,PRRX1,COL11A1,DEAF1,CYP26B1,WNT5A,COL27A1,WNT7A,WNT2B,ITGA8,MAB21L2,TIPARP,ZIC1,TSKU,FRZB,CST5,GDF10,PTGER4,ARID5A,NRP1,GHR,BMP8B,SULF1,LBH,DLX1,DLX2,OSTN,CASP5,EDN1,GREM2,TGFBI,SEMA3D,SH3PXD2B,GPR68,TLL1,WFIKKN2,SP5,AKAP13,CDH11,MARCKS
GO: Biological Process	GO:0055074	calcium ion homeostasis	 	8.170E-6	5.598E-2	8.886E-4	8.362E-3	40	572	VAPB,OPN4,RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,HTR2C,WFS1,SGCD,WNT5A,IL1B,FAM20A,ATP2B3,SWAP70,PTGER3,PTGER4,BDKRB2,INPP4B,KCNA5,ATP2C2,PYGM,NMB,KNG1,DRD2,CALB2,GPR20,LPAR5,CAMK2D,NUCB2,CAV2,EDN1,GSTM5,TMTC4,P2RY6,CD38,HRH3
GO: Biological Process	GO:0048588	developmental cell growth	 	8.801E-6	6.030E-2	9.422E-4	8.866E-3	28	337	SLIT2,CPNE6,ADRA1A,AGT,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,HAMP,MYO5B,FSTL4,DCC,PCDH17,NRP1,RGMA,SLC23A2,THSD7A,CAMK2D,OSTN,SEMA5A,EDN1,SEMA3D,TTL,AKAP13
GO: Biological Process	GO:0021879	forebrain neuron differentiation	 	9.517E-6	6.521E-2	1.003E-3	9.440E-3	12	78	FZD8,SLIT2,WNT5A,BCL11B,SOX1,INHBA,PTGER3,NRP1,DLX1,DLX2,LHX6,PAX6
GO: Biological Process	GO:0072507	divalent inorganic cation homeostasis	 	1.054E-5	7.222E-2	1.082E-3	1.018E-2	42	620	VAPB,OPN4,RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,SLC30A10,HTR2C,WFS1,SGCD,WNT5A,MT1F,IL1B,FAM20A,ATP2B3,SWAP70,PTGER3,PTGER4,BDKRB2,INPP4B,KCNA5,ATP2C2,PYGM,NMB,KNG1,DRD2,CALB2,GPR20,LPAR5,CAMK2D,NUCB2,CAV2,EDN1,GSTM5,TMTC4,P2RY6,CD38,HRH3
GO: Biological Process	GO:1903530	regulation of secretion by cell	 	1.058E-5	7.252E-2	1.082E-3	1.018E-2	49	770	PCP4,PCSK1,HLA-A,HLA-B,HLA-F,RAB3C,ADCYAP1,ADRA1A,AGT,UNC13B,RPH3AL,HTR2C,HTR7,WNT7A,RAB3D,NLGN1,ACVR1C,SYT10,CARTPT,STXBP6,CADPS2,IL1B,MYO5B,INHBA,CPLX2,PTGER3,PTGER4,BMP8B,KCNA5,PAX8,NMB,RAB12,DRD2,TCF7L2,SYT6,NUCB2,GRM4,GRM7,GRP,EDN1,GAL,GPR68,CD38,UNC13C,PAX6,MARCKS,PCK2,HRH3,EPHA5
