Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0010721	negative regulation of cell development	 	1.542E-6	9.407E-3	2.412E-4	2.242E-3	21	238	EPHB2,MBP,ADCYAP1,TLX2,SLIT2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,FRZB,FSTL4,DCC,RGMA,DIO3,DLX1,DLX2,SEMA3D,NR2E1,PAX6
GO: Biological Process	GO:0031344	regulation of cell projection organization	 	1.910E-6	1.165E-2	2.912E-4	2.706E-3	47	857	EPHB2,HLA-A,HLA-B,MBP,HLA-F,CNTROB,ADCYAP1,TLX2,SH3YL1,SLIT2,ZMYND10,AGT,TRPV2,ISLR2,SEMA3C,CIB1,HTR7,TNC,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,CAPRIN2,CEP135,FAM9B,CTSZ,RELN,MYO5B,FSTL4,DCC,RGMA,PTPRG,ULK4,GRK5,LAMB1,GRID2,UST,LGALS1,SEMA3D,LIMK2,CD38,NR2E1,PAX6,MARCKS,EPHA3
GO: Biological Process	GO:0050771	negative regulation of axonogenesis	 	2.064E-6	1.259E-2	3.071E-4	2.854E-3	12	84	EPHB2,MBP,SLIT2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,FSTL4,DCC,RGMA,SEMA3D
GO: Biological Process	GO:0007411	axon guidance	 	2.376E-6	1.449E-2	3.436E-4	3.193E-3	29	417	EPHB2,RPS6KA5,MATN2,ETV1,ETV5,SPTBN5,SLIT2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,BCL11B,RELN,SPTB,DCC,LAMA2,LAMA3,LAMB1,NR4A3,SEMA3D,EFNB1,LGR6,PAX6,CDH11,EPHA3,HDC,EPHA5
GO: Biological Process	GO:0048646	anatomical structure formation involved in morphogenesis	 	2.423E-6	1.478E-2	3.436E-4	3.193E-3	81	1830	EPHB2,RAMP3,ESRRG,MBP,HLA-F,OBSCN,ACTC1,ETV5,CHM,MEIS1,TLX2,EHD2,OVOL2,FZD7,FZD8,SLIT2,MFGE8,RHOV,PCDH19,AGT,HES6,PLAU,COL5A2,NID2,SEMA3C,COL11A1,CIB1,DEAF1,LRRN1,WNT3,WNT5A,WNT7A,WNT2B,KIF16B,ITGA8,NLGN1,MAB21L2,TCAP,PLCD3,MT1F,TNFSF13B,CSRP2,PARVA,FAM20A,CTSZ,RELN,SPINK2,SWAP70,FJX1,ITGA7,PTGER3,RGMA,AFAP1L2,PTPRE,ADAMTS9,SULF1,NPNT,TRIM15,NRAP,HDAC5,THSD7A,KRT19,CAST,LAMA3,LAMB1,NR4A3,GRID2,EDN1,LGALS1,CRB1,TGFBI,CCBE1,NR2E1,SP5,PAX6,CALCRL,TNNT2,PCDH8,MARCKS,COQ7,EPHA3
GO: Biological Process	GO:0097485	neuron projection guidance	 	2.491E-6	1.519E-2	3.453E-4	3.209E-3	29	418	EPHB2,RPS6KA5,MATN2,ETV1,ETV5,SPTBN5,SLIT2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,BCL11B,RELN,SPTB,DCC,LAMA2,LAMA3,LAMB1,NR4A3,SEMA3D,EFNB1,LGR6,PAX6,CDH11,EPHA3,HDC,EPHA5
GO: Biological Process	GO:0043010	camera-type eye development	 	2.675E-6	1.631E-2	3.625E-4	3.369E-3	40	686	EPHB2,IRX5,OBSCN,CHM,MEIS1,ADCYAP1,SPTBN5,FZD8,TYRP1,HSPA1A,FOXF2,NID2,WNT5A,WNT7A,WNT2B,MAB21L2,TSKU,BCL11B,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,FJX1,VWDE,AFAP1L2,ARL6IP1,BHLHE22,DIO3,DLX1,DLX2,CRB1,ZNF503,LIMK2,EFNB1,NR2E1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0048592	eye morphogenesis	 	4.439E-6	2.708E-2	5.886E-4	5.470E-3	26	362	EPHB2,IRX5,CHM,MEIS1,FZD8,HSPA1A,FOXF2,COL5A2,NID2,WNT5A,WNT2B,MAB21L2,TSKU,SOX1,FJX1,AFAP1L2,ARL6IP1,BHLHE22,DIO3,LAMB1,CRB1,ZNF503,EFNB1,PAX6,CDH6,MARCKS
GO: Biological Process	GO:0099068	postsynapse assembly	 	5.517E-6	3.365E-2	7.159E-4	6.653E-3	8	38	EPHB2,WNT5A,WNT7A,NLGN1,LRRTM2,RELN,NPTX1,GRID2
GO: Biological Process	GO:0016049	cell growth	 	8.159E-6	4.976E-2	1.037E-3	9.634E-3	38	667	CDKN2A,RERG,ST20,CISH,SLIT2,CPNE6,ADRA1A,AGT,TRPV2,FLRT1,HSPA1A,ISLR2,SEMA3C,CIB1,TNC,WNT3,WNT5A,ARHGAP4,FRZB,CAPRIN2,DACT3,SMARCA2,HAMP,MYO5B,FSTL4,DCC,RGMA,CCN5,PRDM11,BST2,SLC23A2,THSD7A,CAMK2D,EDN1,SEMA3D,CD38,TTL,DCUN1D3
GO: Biological Process	GO:0051965	positive regulation of synapse assembly	 	1.023E-5	6.239E-2	1.273E-3	1.183E-2	11	82	EPHB2,FLRT1,LRRN1,TNC,WNT7A,NLGN1,LRRTM2,FAM9B,AMIGO2,GRID2,TPBG
GO: Biological Process	GO:0007155	cell adhesion	 	1.275E-5	7.776E-2	1.555E-3	1.445E-2	72	1640	ZDHHC2,CDKN2A,PCSK5,HLA-A,MBP,HLA-F,DACT2,OBSCN,VIT,FZD7,SLIT2,MFGE8,PCDH19,AGT,ANTXR1,PLAU,FLRT1,PCDH10,ONECUT2,NID2,CIB1,TNC,WNT5A,ICAM3,PCDH11Y,ITGA8,NLGN1,ARHGAP6,ARHGDIB,TNFSF13B,PARVA,SIGLEC11,SLAMF7,RELN,ADAM19,SWAP70,ISLR,DCC,ITGA7,PTGER3,CCDC88B,BLM,CCN5,CNTNAP5,PTPRG,ADAMTS9,SULF1,PCDH11X,AMIGO2,NPNT,STON1,LAMA2,LAMA3,LAMB1,NR4A3,GRID2,FREM3,LGALS1,CRB1,LGALS8,TGFBI,EFNB1,CD86,TNFAIP6,CDH6,PCDH8,CDH11,CDH12,MARCKS,EPHA3,TPBG,EPHA5
GO: Biological Process	GO:1904861	excitatory synapse assembly	 	1.318E-5	8.039E-2	1.576E-3	1.465E-2	7	31	WNT5A,WNT7A,NLGN1,LRRTM2,RELN,NPTX1,GRID2
GO: Biological Process	GO:0060322	head development	 	1.474E-5	8.988E-2	1.729E-3	1.606E-2	61	1322	EPHB2,PCSK1,CDKN2A,MBP,ETV5,MEIS1,ADCYAP1,FZD8,SLIT2,PTCHD1,PCDH19,KLHL1,WNT3,WNT5A,WNT7A,WNT2B,ITGA8,POU3F1,POU3F3,ACVR1C,TIPARP,TSKU,BCL11B,CST3,CST5,ZFHX2,ATP2B3,SOX1,TRNP1,RELN,BCL2A1,DCC,PTGER3,NEFH,GDPD5,PTPRG,BHLHE22,ULK4,DLX1,DLX2,AMIGO2,TCF7L2,CAST,LAMB1,NR4A3,GRID2,LHX6,EDN1,TSPAN2,ZNF503,SEMA3D,LIMK2,CDK2AP1,NR2E1,SP5,PAX6,TNNT2,ENO3,MARCKS,HDC,EPHA5
GO: Biological Process	GO:0030900	forebrain development	 	1.755E-5	1.070E-1	2.020E-3	1.877E-2	34	587	EPHB2,PCSK1,ETV5,ADCYAP1,FZD8,SLIT2,PTCHD1,WNT3,WNT5A,WNT7A,WNT2B,POU3F1,POU3F3,ACVR1C,TSKU,BCL11B,SOX1,RELN,BCL2A1,DCC,PTGER3,NEFH,GDPD5,BHLHE22,ULK4,DLX1,DLX2,TCF7L2,LAMB1,NR4A3,LHX6,NR2E1,PAX6,EPHA5
GO: Biological Process	GO:0021872	forebrain generation of neurons	 	1.817E-5	1.108E-1	2.052E-3	1.907E-2	11	87	FZD8,SLIT2,WNT5A,BCL11B,SOX1,PTGER3,DLX1,DLX2,LHX6,NR2E1,PAX6
GO: Biological Process	GO:0051240	positive regulation of multicellular organismal process	 	1.886E-5	1.150E-1	2.092E-3	1.944E-2	75	1750	EPHB2,PDE4B,HLA-A,HLA-B,ESRRG,MBP,HLA-F,ETV5,STING1,LY96,MEIS1,ADCYAP1,OVOL2,SLIT2,ADRA1A,AGT,TRPV2,PLAU,IL17RA,FLRT1,AIM2,HSPA1A,ISLR2,CIB1,DHX58,HTR2C,LRRN1,TNC,WNT3,WNT5A,WNT7A,WNT2B,PYDC1,NLGN1,TSKU,CARTPT,MT1F,CAPRIN2,SLN,LRRTM2,FAM9B,HAMP,RELN,SWAP70,MYO5B,PTGER3,CCDC88B,PANX3,ARID5A,GHR,AFAP1L2,SULF1,DIO3,LBH,IL33,AMIGO2,NPNT,TRIM15,TCF7L2,CAMK2D,NR4A3,GRID2,EDN1,LGALS1,THBD,SH3PXD2B,CCBE1,CD86,LPL,CD38,NR2E1,LRPAP1,PAX6,MARCKS,TPBG
GO: Biological Process	GO:0050767	regulation of neurogenesis	 	2.116E-5	1.291E-1	2.305E-3	2.142E-2	30	492	EPHB2,MBP,ETV5,ADCYAP1,TLX2,SLIT2,TRPV2,HES6,ISLR2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,CAPRIN2,FAM9B,RELN,SWAP70,MYO5B,FSTL4,DCC,RGMA,DLX1,DLX2,IL33,SEMA3D,NR2E1,PAX6,MARCKS
GO: Biological Process	GO:0048103	somatic stem cell division	 	3.064E-5	1.868E-1	3.260E-3	3.030E-2	5	15	CDKN2A,FZD7,WNT7A,LBH,ULK4
GO: Biological Process	GO:0048729	tissue morphogenesis	 	3.136E-5	1.912E-1	3.260E-3	3.030E-2	57	1239	EPHB2,FOXQ1,MBP,DACT2,ACTC1,ETV5,MEIS1,TLX2,OVOL2,FZD7,SLIT2,ZNRF3,RHOV,PCDH19,AGT,FOXF2,COL5A2,NID2,SEMA3C,COL11A1,DEAF1,TNC,WNT3,WNT5A,WNT7A,WNT2B,KIF16B,ITGA8,MAB21L2,TCAP,WTIP,FRZB,CTSZ,SWAP70,MYO5B,ITGA7,RGMA,AFAP1L2,PTPRE,SULF1,NPNT,TRIM15,HDAC5,GRK5,LAMA3,LAMB1,NR4A3,EDN1,GREM2,EFNB1,SP5,TNNT2,PCDH8,MARCKS,COQ7,EPHA3,TPBG
GO: Biological Process	GO:0040007	growth	 	3.154E-5	1.924E-1	3.260E-3	3.030E-2	64	1445	CDKN2A,RERG,ST20,HLA-B,HLA-F,PHLDA2,MEIS1,CISH,FZD7,SLIT2,CPNE6,ADRA1A,AGT,TRPV2,PLAU,FLRT1,HSPA1A,ISLR2,NID2,SEMA3C,COL10A1,CIB1,WFS1,TNC,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,ACVR1C,TSKU,ARHGAP4,MT1F,FRZB,CAPRIN2,DACT3,SMARCA2,HAMP,SWAP70,MYO5B,FSTL4,DCC,GHR,RGMA,CCN5,GDPD5,PRDM11,BST2,DIO3,SLC23A2,TCF7L2,THSD7A,KRT19,CAMK2D,LAMB1,EDN1,SEMA3D,SH3PXD2B,CD38,TTL,LGR6,DCUN1D3,ENO3,TPBG
GO: Biological Process	GO:0048588	developmental cell growth	 	3.528E-5	2.152E-1	3.529E-3	3.279E-2	23	337	SLIT2,CPNE6,ADRA1A,AGT,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,HAMP,MYO5B,FSTL4,DCC,RGMA,SLC23A2,THSD7A,CAMK2D,EDN1,SEMA3D,TTL
GO: Biological Process	GO:0051963	regulation of synapse assembly	 	3.529E-5	2.153E-1	3.529E-3	3.279E-2	13	128	EPHB2,FLRT1,LRRN1,TNC,WNT5A,WNT7A,NLGN1,LRRTM2,FAM9B,AMIGO2,NPTX1,GRID2,TPBG
GO: Biological Process	GO:0021879	forebrain neuron differentiation	 	3.854E-5	2.350E-1	3.791E-3	3.523E-2	10	78	FZD8,SLIT2,WNT5A,BCL11B,SOX1,PTGER3,DLX1,DLX2,LHX6,PAX6
GO: Biological Process	GO:0007420	brain development	 	4.288E-5	2.615E-1	4.151E-3	3.858E-2	57	1253	EPHB2,PCSK1,CDKN2A,MBP,ETV5,MEIS1,ADCYAP1,FZD8,SLIT2,PTCHD1,PCDH19,KLHL1,WNT3,WNT5A,WNT7A,WNT2B,ITGA8,POU3F1,POU3F3,ACVR1C,TSKU,BCL11B,CST3,CST5,ZFHX2,ATP2B3,SOX1,TRNP1,RELN,BCL2A1,DCC,PTGER3,NEFH,GDPD5,PTPRG,BHLHE22,ULK4,DLX1,DLX2,AMIGO2,TCF7L2,CAST,LAMB1,NR4A3,GRID2,LHX6,TSPAN2,ZNF503,SEMA3D,NR2E1,SP5,PAX6,TNNT2,ENO3,MARCKS,HDC,EPHA5
GO: Biological Process	GO:0019932	second-messenger-mediated signaling	 	5.015E-5	3.059E-1	4.779E-3	4.441E-2	36	671	PDE4B,RAMP3,ADCYAP1,ADRA1A,AGT,TMEM38A,CIB1,HTR1E,HTR2C,HTR7,SGCD,DGKD,MT1F,GNA14,RASD1,SIGLEC11,PDE7B,PDE10A,PTGER3,CAMTA1,GPR20,LPAR5,CAMK2D,GRK5,NUCB2,GRM4,GRM7,GRP,EDN1,CD8A,GUCY1A2,P2RY6,CALCRL,TNNT2,RCAN2,EPHA5
GO: Biological Process	GO:0050804	modulation of chemical synaptic transmission	 	5.109E-5	3.116E-1	4.794E-3	4.455E-2	32	567	EPHB2,ZDHHC2,ADCYAP1,ADRA1A,AGT,SCN9A,VGF,HTR2C,HTR7,WNT7A,NLGN1,LRRTM2,RELN,MYO5B,CPLX2,DCC,NPTX1,NPTX2,CALB2,LAMA2,GRID1,GRID2,CAMK2N2,GRM4,GRM7,EDN1,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11
GO: Biological Process	GO:0099177	regulation of trans-synaptic signaling	 	5.283E-5	3.222E-1	4.848E-3	4.505E-2	32	568	EPHB2,ZDHHC2,ADCYAP1,ADRA1A,AGT,SCN9A,VGF,HTR2C,HTR7,WNT7A,NLGN1,LRRTM2,RELN,MYO5B,CPLX2,DCC,NPTX1,NPTX2,CALB2,LAMA2,GRID1,GRID2,CAMK2N2,GRM4,GRM7,EDN1,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11
GO: Biological Process	GO:0051129	negative regulation of cellular component organization	 	5.326E-5	3.248E-1	4.848E-3	4.505E-2	43	863	EPHB2,HLA-A,HLA-B,MBP,HLA-F,TLX2,SPTBN5,SLIT2,ANTXR1,PLEKHH2,SDR16C5,HSPA1A,SEMA3C,CIB1,TNC,WNT3,WNT5A,PYDC1,NLGN1,TSKU,ARHGAP4,ARHGAP6,SLN,LRRTM2,CST3,CST5,CTSZ,SWAP70,SPTB,FSTL4,DCC,PMEPA1,RGMA,PTPRG,CDT1,TMSB15A,TMSB15B,LGALS1,SEMA3D,LIMK2,CD38,LRPAP1,EPHA3
GO: Biological Process	GO:0050770	regulation of axonogenesis	 	5.487E-5	3.346E-1	4.852E-3	4.509E-2	17	213	EPHB2,MBP,SLIT2,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,MYO5B,FSTL4,DCC,RGMA,UST,SEMA3D
GO: Biological Process	GO:0021960	anterior commissure morphogenesis	 	5.490E-5	3.348E-1	4.852E-3	4.509E-2	4	9	TSKU,DCC,BHLHE22,NR2E1
GO: Biological Process	GO:0017145	stem cell division	 	5.710E-5	3.482E-1	4.975E-3	4.623E-2	13	134	CDKN2A,ETV5,OVOL2,FZD7,ZNRF3,WNT3,WNT5A,WNT7A,WNT2B,LBH,ULK4,HDAC5,NR2E1
GO: Biological Process	GO:0007610	behavior	 	6.105E-5	3.723E-1	5.244E-3	4.873E-2	45	924	EPHB2,VAPB,CEBPA,ETV1,ETV5,MEIS1,ADCYAP1,PTCHD1,AGT,SCN9A,TRPV2,DEAF1,KLHL1,HTR2C,PNMT,HTR7,WFS1,ITGA8,NLGN1,CARTPT,CST3,CST5,ZFHX2,GAD1,RELN,PITPNC1,PTGER3,GDPD5,DIO3,ULK4,NPTX2,LPAR5,LAMB1,PKD2L1,NR4A3,GRID1,GPR88,GRM4,GRM7,GRP,NR2E1,PAX6,PCDH8,RCAN2,TPBG
GO: Biological Process	GO:0030516	regulation of axon extension	 	6.660E-5	4.062E-1	5.641E-3	5.243E-2	13	136	SLIT2,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MYO5B,FSTL4,DCC,SEMA3D,TTL
GO: Biological Process	GO:0007417	central nervous system development	 	7.976E-5	4.865E-1	6.643E-3	6.173E-2	69	1643	EPHB2,PCSK1,CDKN2A,MBP,ETV5,VIT,MEIS1,ADCYAP1,FZD8,SLIT2,PTCHD1,PCDH19,AGT,KLHL1,WNT3,WNT5A,WNT7A,WNT2B,ITGA8,POU3F1,POU3F3,ACVR1C,TSKU,MT1F,BCL11B,CST3,CST5,ZFHX2,ATP2B3,SOX1,TRNP1,RELN,SWAP70,BCL2A1,DCC,PTGER3,NEFH,GDPD5,PTPRG,SULF1,GLRA2,BHLHE22,ULK4,DLX1,DLX2,IL33,AMIGO2,NPTX1,TCF7L2,GRK5,CAST,LAMB1,NR4A3,GRID2,LHX6,TSPAN2,CHST8,ZNF503,SEMA3D,NR2E1,SP5,SNTG2,PAX6,TNNT2,ENO3,CDH11,MARCKS,HDC,EPHA5
GO: Biological Process	GO:0040008	regulation of growth	 	8.060E-5	4.916E-1	6.643E-3	6.173E-2	42	851	CDKN2A,RERG,ST20,MEIS1,CISH,SLIT2,CPNE6,AGT,TRPV2,HSPA1A,ISLR2,SEMA3C,CIB1,WFS1,TNC,WNT3,WNT5A,ARHGAP4,MT1F,FRZB,CAPRIN2,DACT3,SMARCA2,HAMP,MYO5B,FSTL4,DCC,GHR,RGMA,CCN5,PRDM11,BST2,DIO3,SLC23A2,TCF7L2,CAMK2D,EDN1,SEMA3D,SH3PXD2B,CD38,TTL,DCUN1D3
GO: Biological Process	GO:0061387	regulation of extent of cell growth	 	8.673E-5	5.290E-1	7.053E-3	6.554E-2	14	159	SLIT2,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MYO5B,FSTL4,DCC,RGMA,SEMA3D,TTL
GO: Biological Process	GO:0032102	negative regulation of response to external stimulus	 	8.936E-5	5.450E-1	7.171E-3	6.664E-2	27	456	HLA-A,HLA-B,HLA-F,ADCYAP1,SLIT2,MICB,PLA2G5,PLAU,SEMA3C,DHX58,WNT3,WNT5A,CARTPT,SIGLEC11,HAMP,METRNL,PTGER3,RGMA,SERPING1,MICA,NUCB2,GRID2,EDN1,SEMA3D,THBD,TNFAIP6,CALCRL
GO: Biological Process	GO:0048596	embryonic camera-type eye morphogenesis	 	9.166E-5	5.590E-1	7.244E-3	6.732E-2	9	70	FZD8,FOXF2,NID2,WNT5A,MAB21L2,AFAP1L2,ZNF503,EFNB1,PAX6
GO: Biological Process	GO:0030517	negative regulation of axon extension	 	9.264E-5	5.650E-1	7.244E-3	6.732E-2	8	55	SLIT2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,FSTL4,SEMA3D
GO: Biological Process	GO:0050803	regulation of synapse structure or activity	 	1.026E-4	6.259E-1	7.923E-3	7.363E-2	20	291	EPHB2,ETV5,FLRT1,LRRN1,TNC,WNT5A,WNT7A,NLGN1,CAPRIN2,LRRTM2,FAM9B,MX2,RELN,MYO5B,AMIGO2,NPTX1,GRID2,PCDH8,MARCKS,TPBG
GO: Biological Process	GO:0060191	regulation of lipase activity	 	1.046E-4	6.381E-1	7.977E-3	7.413E-2	16	203	PCSK5,ADRA1A,AGT,PLA2G5,HTR2C,ARHGAP6,GNA14,PTGER3,GPR20,LPAR5,GRP,EDN1,P2RY6,CD86,LPL,MARCKS
GO: Biological Process	GO:0010518	positive regulation of phospholipase activity	 	1.060E-4	6.467E-1	7.984E-3	7.420E-2	14	162	ADRA1A,AGT,PLA2G5,HTR2C,ARHGAP6,GNA14,PTGER3,GPR20,LPAR5,GRP,EDN1,P2RY6,CD86,MARCKS
GO: Biological Process	GO:0021953	central nervous system neuron differentiation	 	1.126E-4	6.869E-1	8.377E-3	7.785E-2	20	293	EPHB2,FZD8,SLIT2,WNT3,WNT5A,WNT7A,TSKU,BCL11B,SOX1,DCC,PTGER3,GDPD5,BHLHE22,DLX1,DLX2,GRID2,LHX6,NR2E1,PAX6,CDH11
GO: Biological Process	GO:1901890	positive regulation of cell junction assembly	 	1.210E-4	7.381E-1	8.892E-3	8.264E-2	12	125	EPHB2,AGT,FLRT1,LRRN1,TNC,WNT7A,NLGN1,LRRTM2,FAM9B,AMIGO2,GRID2,TPBG
GO: Biological Process	GO:0021952	central nervous system projection neuron axonogenesis	 	1.427E-4	8.705E-1	1.036E-2	9.630E-2	7	44	EPHB2,SLIT2,TSKU,DCC,BHLHE22,NR2E1,CDH11
GO: Biological Process	GO:0050807	regulation of synapse organization	 	1.488E-4	9.075E-1	1.068E-2	9.921E-2	19	276	EPHB2,ETV5,FLRT1,LRRN1,TNC,WNT5A,WNT7A,NLGN1,CAPRIN2,LRRTM2,FAM9B,RELN,MYO5B,AMIGO2,NPTX1,GRID2,PCDH8,MARCKS,TPBG
GO: Biological Process	GO:0060997	dendritic spine morphogenesis	 	1.575E-4	9.607E-1	1.117E-2	1.038E-1	9	75	EPHB2,WNT7A,NLGN1,CAPRIN2,FAM9B,RELN,MYO5B,MARCKS,EPHA5
GO: Biological Process	GO:0007416	synapse assembly	 	1.735E-4	1.000E0	1.216E-2	1.130E-1	17	234	EPHB2,FLRT1,LRRN1,TNC,WNT5A,WNT7A,NLGN1,LRRTM2,FAM9B,RELN,GLRA2,AMIGO2,NPTX1,GRID2,EFNB1,LGI2,TPBG
GO: Biological Process	GO:0014070	response to organic cyclic compound	 	1.759E-4	1.000E0	1.219E-2	1.133E-1	62	1472	PCSK1,CDKN2A,USP18,PDE4B,CEBPA,RAMP3,ESRRG,MBP,STING1,ADCYAP1,RYR3,SLIT2,ADRA1A,AGT,TMEM38A,PLA2G5,PLAU,ALPL,VGF,HTR1E,HTR2C,PNMT,HTR7,TNC,FOSB,WNT5A,WNT7A,ACVR1C,TIPARP,GNA14,CST3,CST5,HAMP,RELN,PTGER3,PMEPA1,BLM,GHR,GPR83,NEFH,GLDC,LBH,C1S,PYGM,KYNU,CA4,HDAC5,GRK5,GPX3,NR4A3,CAV2,EDN1,LGALS1,GSTM5,THBD,P2RX6,P2RY6,TK1,CD38,NR2E1,SP5,EPHA5
GO: Biological Process	GO:0060284	regulation of cell development	 	2.025E-4	1.000E0	1.377E-2	1.280E-1	34	665	EPHB2,MBP,ETV5,ADCYAP1,TLX2,SLIT2,TRPV2,HES6,ISLR2,SEMA3C,CIB1,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,FRZB,CAPRIN2,FAM9B,RELN,SWAP70,MYO5B,FSTL4,DCC,RGMA,DIO3,DLX1,DLX2,IL33,HDAC5,SEMA3D,NR2E1,PAX6,MARCKS
GO: Biological Process	GO:0090066	regulation of anatomical structure size	 	2.032E-4	1.000E0	1.377E-2	1.280E-1	33	638	KCNMB2,SPTBN5,PRR16,SLIT2,ADRA1A,AGT,TRPV2,PLEKHH2,HSPA1A,ISLR2,SEMA3C,HTR2C,HTR7,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,SOD3,SWAP70,MYO5B,SPTB,FSTL4,DCC,PTGER3,RGMA,KCNA5,TMSB15A,TMSB15B,EDN1,SEMA3D,CD38,TTL
GO: Biological Process	GO:0019229	regulation of vasoconstriction	 	2.262E-4	1.000E0	1.516E-2	1.409E-1	10	96	KCNMB2,ADRA1A,AGT,HSPA1A,HTR2C,HTR7,PTGER3,KCNA5,EDN1,CD38
GO: Biological Process	GO:0051962	positive regulation of nervous system development	 	2.307E-4	1.000E0	1.529E-2	1.421E-1	23	382	EPHB2,ETV5,SLIT2,TRPV2,FLRT1,ISLR2,LRRN1,TNC,WNT3,WNT7A,NLGN1,CAPRIN2,LRRTM2,FAM9B,RELN,SWAP70,MYO5B,IL33,AMIGO2,GRID2,PAX6,MARCKS,TPBG
GO: Biological Process	GO:0010517	regulation of phospholipase activity	 	2.391E-4	1.000E0	1.568E-2	1.457E-1	14	175	ADRA1A,AGT,PLA2G5,HTR2C,ARHGAP6,GNA14,PTGER3,GPR20,LPAR5,GRP,EDN1,P2RY6,CD86,MARCKS
GO: Biological Process	GO:0007202	activation of phospholipase C activity	 	2.505E-4	1.000E0	1.625E-2	1.510E-1	12	135	ADRA1A,AGT,HTR2C,ARHGAP6,GNA14,PTGER3,GPR20,LPAR5,GRP,EDN1,P2RY6,CD86
GO: Biological Process	GO:0051216	cartilage development	 	2.593E-4	1.000E0	1.665E-2	1.547E-1	21	336	IRX5,COL10A1,COL11A1,WNT5A,COL27A1,WNT7A,WNT2B,TSKU,FRZB,CST5,ARID5A,GHR,BMP8B,SULF1,DLX1,DLX2,EDN1,GREM2,TGFBI,SEMA3D,MARCKS
GO: Biological Process	GO:0072507	divalent inorganic cation homeostasis	 	2.629E-4	1.000E0	1.670E-2	1.552E-1	32	620	VAPB,RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,SLC30A10,HTR2C,WFS1,SGCD,WNT5A,MT1F,FAM20A,ATP2B3,SWAP70,PTGER3,KCNA5,PYGM,NMB,CALB2,GPR20,LPAR5,CAMK2D,NUCB2,CAV2,EDN1,GSTM5,P2RY6,CD38
GO: Biological Process	GO:0060193	positive regulation of lipase activity	 	2.689E-4	1.000E0	1.691E-2	1.571E-1	14	177	ADRA1A,AGT,PLA2G5,HTR2C,ARHGAP6,GNA14,PTGER3,GPR20,LPAR5,GRP,EDN1,P2RY6,CD86,MARCKS
GO: Biological Process	GO:0097435	supramolecular fiber organization	 	2.930E-4	1.000E0	1.823E-2	1.694E-1	41	875	THSD4,CDKN2A,OBSCN,ACTC1,SPTBN5,SLIT2,AEBP1,PLEKHH2,HSPA1A,PLOD2,COL5A2,COL11A1,CIB1,ADAMTS2,TCAP,PDLIM4,ARHGAP6,GDA,CSRP2,CST3,CST5,SWAP70,MYO5B,SPTB,CCDC88B,MYO5C,NEFH,PXDN,ARHGAP25,DIAPH3,TMSB15A,NRAP,KRT19,TMSB15B,EDN1,THBD,LIMK2,SH3PXD2B,ELMO3,TNNT2,MARCKS
GO: Biological Process	GO:0030029	actin filament-based process	 	2.966E-4	1.000E0	1.827E-2	1.698E-1	43	933	PDE4B,WIPF3,OBSCN,ACTC1,EHD2,SPTBN5,SLIT2,ANTXR1,PLEKHH2,KLHL1,SGCD,PRR5,TCAP,PDLIM4,ARHGAP6,ARHGDIB,CSRP2,PARVA,SWAP70,MYO5B,SPTB,PTGER3,MYO5C,RTKN2,KCNA5,BST2,ARHGAP25,DIAPH3,TMSB15A,NRAP,THSD7A,KRT19,CAMK2D,TMSB15B,EDN1,LIMK2,SH3PXD2B,ELMO3,TNNT2,MARCKS,FRMD3,EPHA3,EPHA5
GO: Biological Process	GO:0055074	calcium ion homeostasis	 	3.114E-4	1.000E0	1.899E-2	1.765E-1	30	572	VAPB,RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,HTR2C,WFS1,SGCD,WNT5A,FAM20A,ATP2B3,SWAP70,PTGER3,KCNA5,PYGM,NMB,CALB2,GPR20,LPAR5,CAMK2D,NUCB2,CAV2,EDN1,GSTM5,P2RY6,CD38
