Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0060322	head development	 	1.556E-3	1.000E0	4.837E-2	4.053E-1	15	897	NRGN,FEZF2,WNT7A,ARX,POU3F1,LHX6,LHX2,OTX1,BCL11B,MRTFB,NR2E1,PLCB1,DLX1,DLX2,EMX2
GO: Biological Process	GO:0060997	dendritic spine morphogenesis	 	1.562E-3	1.000E0	4.837E-2	4.053E-1	4	71	MYO5B,WNT7A,ITPKA,NGEF
GO: Cellular Component	GO:0043005	neuron projection	 	2.538E-7	7.690E-5	6.566E-5	4.132E-4	31	1664	PCP4,EPHB6,GAD1,CIB1,HTR1E,NRGN,MYO5B,OPN3,FAT3,LAMA2,KCNIP3,CHRM1,ADCY2,TIAM2,ITPKA,CACNG3,BCL11B,KCNB1,KCNJ4,NGEF,KCNK2,HRH1,SLC2A13,FLRT2,FLRT1,KIF17,PCDH8,CDH9,GABRA1,HDC,GABRA4
GO: Cellular Component	GO:0005887	integral component of plasma membrane	 	4.334E-7	1.313E-4	6.566E-5	4.132E-4	31	1705	EPHB6,HTR1E,GPR20,OPN3,SLC26A4,MCHR2,GRID1,ACVR1C,KCNIP3,CHRM1,ADCY2,PCDH20,CACNG3,KCNV1,SLC22A18,KCNB1,KCNJ4,KCNK2,HRH1,KCNS1,KCNMB4,RXFP1,SLC2A13,FLRT2,FLRT1,PCDH10,PCDH8,CDH9,STEAP1,GABRA1,GABRA4
GO: Cellular Component	GO:0030425	dendrite	 	9.428E-7	2.857E-4	7.142E-5	4.494E-4	20	822	CIB1,HTR1E,NRGN,MYO5B,FAT3,LAMA2,KCNIP3,CHRM1,ADCY2,ITPKA,CACNG3,KCNB1,KCNJ4,HRH1,KIF17,PCDH8,CDH9,GABRA1,HDC,GABRA4
GO: Cellular Component	GO:0097447	dendritic tree	 	9.428E-7	2.857E-4	7.142E-5	4.494E-4	20	822	CIB1,HTR1E,NRGN,MYO5B,FAT3,LAMA2,KCNIP3,CHRM1,ADCY2,ITPKA,CACNG3,KCNB1,KCNJ4,HRH1,KIF17,PCDH8,CDH9,GABRA1,HDC,GABRA4
GO: Cellular Component	GO:0031226	intrinsic component of plasma membrane	 	1.210E-6	3.668E-4	7.335E-5	4.616E-4	31	1788	EPHB6,HTR1E,GPR20,OPN3,SLC26A4,MCHR2,GRID1,ACVR1C,KCNIP3,CHRM1,ADCY2,PCDH20,CACNG3,KCNV1,SLC22A18,KCNB1,KCNJ4,KCNK2,HRH1,KCNS1,KCNMB4,RXFP1,SLC2A13,FLRT2,FLRT1,PCDH10,PCDH8,CDH9,STEAP1,GABRA1,GABRA4
GO: Cellular Component	GO:0045202	synapse	 	2.562E-6	7.763E-4	1.152E-4	7.251E-4	28	1568	GAD1,HTR1E,NRGN,MYO5B,WNT7A,LAMA2,GRID1,KCNIP3,CHRM1,TAMALIN,SH2D5,TIAM2,ITPKA,CACNG3,KCNB1,EGR3,KCNJ4,NGEF,KCNK2,PLCB1,HRH1,KCNMB4,SLC2A13,FLRT2,PCDH8,CDH9,GABRA1,GABRA4
GO: Cellular Component	GO:0008076	voltage-gated potassium channel complex	 	2.809E-6	8.510E-4	1.152E-4	7.251E-4	7	89	KCNIP3,KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4
GO: Cellular Component	GO:0036477	somatodendritic compartment	 	3.042E-6	9.218E-4	1.152E-4	7.251E-4	23	1135	CIB1,HTR1E,NRGN,MYO5B,FAT3,LAMA2,KCNIP3,CHRM1,ADCY2,TIAM2,ITPKA,CACNG3,KCNB1,KCNJ4,KCNK2,HRH1,FLRT1,KIF17,PCDH8,CDH9,GABRA1,HDC,GABRA4
GO: Cellular Component	GO:0034705	potassium channel complex	 	6.545E-6	1.983E-3	2.204E-4	1.387E-3	7	101	KCNIP3,KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4
GO: Cellular Component	GO:0045211	postsynaptic membrane	 	2.133E-5	6.464E-3	6.464E-4	4.067E-3	11	334	NRGN,GRID1,CHRM1,TAMALIN,CACNG3,KCNB1,KCNJ4,PCDH8,CDH9,GABRA1,GABRA4
GO: Cellular Component	GO:0034702	ion channel complex	 	7.338E-5	2.224E-2	2.021E-3	1.272E-2	10	317	KCNIP3,CACNG3,KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4,GABRA1,GABRA4
GO: Cellular Component	GO:0098794	postsynapse	 	1.151E-4	3.487E-2	2.906E-3	1.828E-2	16	790	NRGN,MYO5B,LAMA2,GRID1,CHRM1,TAMALIN,SH2D5,ITPKA,CACNG3,KCNB1,KCNJ4,PLCB1,PCDH8,CDH9,GABRA1,GABRA4
GO: Cellular Component	GO:1902495	transmembrane transporter complex	 	1.306E-4	3.957E-2	3.044E-3	1.916E-2	10	340	KCNIP3,CACNG3,KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4,GABRA1,GABRA4
GO: Cellular Component	GO:0098685	Schaffer collateral - CA1 synapse	 	1.430E-4	4.331E-2	3.094E-3	1.947E-2	6	114	MYO5B,WNT7A,CHRM1,TAMALIN,CACNG3,PCDH8
GO: Cellular Component	GO:0099055	integral component of postsynaptic membrane	 	1.777E-4	5.385E-2	3.511E-3	2.209E-2	7	169	GRID1,CHRM1,CACNG3,PCDH8,CDH9,GABRA1,GABRA4
GO: Cellular Component	GO:1990351	transporter complex	 	1.854E-4	5.617E-2	3.511E-3	2.209E-2	10	355	KCNIP3,CACNG3,KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4,GABRA1,GABRA4
GO: Cellular Component	GO:0098936	intrinsic component of postsynaptic membrane	 	2.443E-4	7.403E-2	4.205E-3	2.646E-2	7	178	GRID1,CHRM1,CACNG3,PCDH8,CDH9,GABRA1,GABRA4
GO: Cellular Component	GO:0034703	cation channel complex	 	2.498E-4	7.568E-2	4.205E-3	2.646E-2	8	237	KCNIP3,CACNG3,KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4
GO: Cellular Component	GO:0097060	synaptic membrane	 	5.088E-4	1.542E-1	8.114E-3	5.106E-2	11	479	NRGN,GRID1,CHRM1,TAMALIN,CACNG3,KCNB1,KCNJ4,PCDH8,CDH9,GABRA1,GABRA4
GO: Cellular Component	GO:0099060	integral component of postsynaptic specialization membrane	 	8.587E-4	2.602E-1	1.270E-2	7.992E-2	5	106	GRID1,CHRM1,CACNG3,GABRA1,GABRA4
GO: Cellular Component	GO:0098978	glutamatergic synapse	 	8.803E-4	2.667E-1	1.270E-2	7.992E-2	11	512	NRGN,MYO5B,WNT7A,GRID1,CHRM1,TAMALIN,CACNG3,NGEF,PLCB1,PCDH8,CDH9
GO: Cellular Component	GO:0099699	integral component of synaptic membrane	 	9.888E-4	2.996E-1	1.362E-2	8.569E-2	7	225	GRID1,CHRM1,CACNG3,PCDH8,CDH9,GABRA1,GABRA4
GO: Cellular Component	GO:0098948	intrinsic component of postsynaptic specialization membrane	 	1.100E-3	3.333E-1	1.449E-2	9.118E-2	5	112	GRID1,CHRM1,CACNG3,GABRA1,GABRA4
GO: Cellular Component	GO:0031012	extracellular matrix	 	1.303E-3	3.947E-1	1.622E-2	1.021E-1	12	622	ADAMTS19,COL5A2,COL11A1,WNT7A,EMID1,LAMA2,LAMB3,FREM3,GDF10,NTN4,FLRT2,FLRT1
GO: Cellular Component	GO:0030312	external encapsulating structure	 	1.339E-3	4.056E-1	1.622E-2	1.021E-1	12	624	ADAMTS19,COL5A2,COL11A1,WNT7A,EMID1,LAMA2,LAMB3,FREM3,GDF10,NTN4,FLRT2,FLRT1
GO: Cellular Component	GO:0099240	intrinsic component of synaptic membrane	 	1.577E-3	4.779E-1	1.838E-2	1.157E-1	7	244	GRID1,CHRM1,CACNG3,PCDH8,CDH9,GABRA1,GABRA4
GO: Cellular Component	GO:0005583	fibrillar collagen trimer	 	3.009E-3	9.118E-1	3.256E-2	2.049E-1	2	12	COL5A2,COL11A1
GO: Cellular Component	GO:0098643	banded collagen fibril	 	3.009E-3	9.118E-1	3.256E-2	2.049E-1	2	12	COL5A2,COL11A1
GO: Cellular Component	GO:0098797	plasma membrane protein complex	 	3.351E-3	1.000E0	3.501E-2	2.203E-1	11	607	ACVR1C,LCP2,KCNIP3,CACNG3,KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4,CDH9
GO: Cellular Component	GO:0043256	laminin complex	 	3.540E-3	1.000E0	3.576E-2	2.250E-1	2	13	LAMB3,NTN4
GO: Cellular Component	GO:0150034	distal axon	 	4.040E-3	1.000E0	3.945E-2	2.482E-1	9	448	GAD1,CIB1,KCNIP3,CHRM1,TIAM2,NGEF,KCNK2,SLC2A13,CDH9
GO: Cellular Component	GO:0099634	postsynaptic specialization membrane	 	4.166E-3	1.000E0	3.945E-2	2.482E-1	5	152	GRID1,CHRM1,CACNG3,GABRA1,GABRA4
GO: Cellular Component	GO:0032590	dendrite membrane	 	4.756E-3	1.000E0	4.367E-2	2.748E-1	3	49	KCNB1,GABRA1,GABRA4
Pathway	1268763	Neuronal System	BioSystems: REACTOME	7.819E-7	5.411E-4	5.411E-4	3.851E-3	13	346	GAD1,RASGRF2,ADCY2,CACNG3,KCNV1,KCNB1,KCNJ4,KCNK2,PLCB1,KCNS1,KCNMB4,GABRA1,GABRA4
Pathway	1268786	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	BioSystems: REACTOME	6.566E-5	4.544E-2	1.533E-2	1.091E-1	7	144	RASGRF2,ADCY2,CACNG3,KCNJ4,PLCB1,GABRA1,GABRA4
Pathway	1268821	Potassium Channels	BioSystems: REACTOME	6.990E-5	4.837E-2	1.533E-2	1.091E-1	6	100	KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4
Pathway	P00012	Cadherin signaling pathway	PantherDB	8.861E-5	6.132E-2	1.533E-2	1.091E-1	7	151	FAT3,WNT7A,PCDH20,WNT10A,PCDH10,PCDH8,CDH9
Pathway	1268766	Transmission across Chemical Synapses	BioSystems: REACTOME	1.241E-4	8.590E-2	1.718E-2	1.223E-1	8	214	GAD1,RASGRF2,ADCY2,CACNG3,KCNJ4,PLCB1,GABRA1,GABRA4
Pathway	P00057	Wnt signaling pathway	PantherDB	2.272E-4	1.572E-1	2.621E-2	1.865E-1	9	297	FAT3,WNT7A,ACVR1C,PCDH20,PLCB1,WNT10A,PCDH10,PCDH8,CDH9
Pathway	M22076	G-Protein Signaling Through Tubby Proteins	MSigDB C2 BIOCARTA (v7.3)	4.781E-4	3.308E-1	4.726E-2	3.364E-1	2	5	CHRM1,PLCB1
Pathway	1268813	GABA receptor activation	BioSystems: REACTOME	5.831E-4	4.035E-1	4.768E-2	3.394E-1	4	55	ADCY2,KCNJ4,GABRA1,GABRA4
Pathway	M13380	Neuroactive ligand-receptor interaction	MSigDB C2 BIOCARTA (v7.3)	6.262E-4	4.333E-1	4.768E-2	3.394E-1	8	272	HTR1E,MCHR2,GRID1,CHRM1,HRH1,RXFP1,GABRA1,GABRA4
Pathway	83053	Neuroactive ligand-receptor interaction	BioSystems: KEGG	6.890E-4	4.768E-1	4.768E-2	3.394E-1	8	276	HTR1E,MCHR2,GRID1,CHRM1,HRH1,RXFP1,GABRA1,GABRA4
Disease	C0036341	Schizophrenia	DisGeNET Curated	5.342E-6	1.112E-2	1.112E-2	9.141E-2	20	851	GAD1,NRGN,MYO5B,MCHR2,LAMA2,GRID1,CTXN3,LHX6,CHRM1,KCNB1,EGR3,NR2E1,PLCB1,HRH1,DLX1,EMX2,KIF17,PCDH8,GABRA1,GABRA4
